bcp_47_code	iso_639_3_code	english_name	endonym	estimated_number_of_speakers	writing_systems	locales	cldr_official_status	endangerment_status	is_macrolanguage	macrolanguage_bcp_47_code	individual_language_bcp_47_code	iso_639_2b_code	deprecated_bcp_47_code	glottocode	wikidata_id	wikidata_description
mhe	mhe	Besisi				MY		Definitely endangered	False					besi1244	Q2742262	
mhf	mhf	Mamaa		12	Latn	PG		Definitely endangered	False					mama1277	Q6745346	
mhg	mhg	Margu			Latn	AU		Critically endangered	False					marg1251	Q6772812	
mhi	mhi	Ma'Di	Ma'diti	320000	Latn	UG		Not endangered	False					madi1260	Q56670	African language
mhj	mhj	Mogholi				AF		Extinct	False					mogh1245	Q13336	Mongolic language spoken in the region of Herat, Afghanistan, by the Moghol people, who are members of the Sunni Hazara community.
mhk	mhk	Mungaka			Latn	CM		Not endangered	False					mung1266	Q36068	
mhl	mhl	Mauwake		2400	Latn	PG		Vulnerable	False					mauw1238	Q6794095	language spoken in several coastal villages in Madang province, Papua New Guinea
mhm	mhm	Makhuwa-Moniga		200000	Latn	MZ		Not endangered	False					makh1265	Q6900145	
mhn	mhn	Mócheno			Latn	IT		Definitely endangered	False					moch1255	Q268130	
mho	mho	Mashi		22000	Latn	ZM		Vulnerable	False					mash1267	Q10962737	Bantu language spoken in Zambia and Angola
mhp	mhp	Balinese Malay			Latn	ID		Vulnerable	False					bali1279	Q12473441	trade language of Bali
mhq	mhq	Mandan				US		Extinct	False					mand1446	Q1957120	extinct Siouan language
mhr	mhr	Eastern Mari	олык марий	470000	Cyrl	RU		Vulnerable	False	chm				east2328	Q3906614	Mari language in the Uralic language family
mhs	mhs	Buru		45000	Latn	ID		Not endangered	False					buru1303	Q2928650	language in Cental Maluku, Indonesia
mht	mht	Mandahuaca			Latn	BR, CO, VE		Extinct	False					mand1448	Q6747924	
mhu	mhu	Digaro-Mishmi			Latn	CN, IN		Definitely endangered	False					diga1241	Q56400	
mhw	mhw	Mbukushu		35000	Latn	NA		Not endangered	False					mbuk1240	Q2691548	Bantu language spoken in southern Africa
mhx	mhx	Maru		100000	Latn	MM		Not endangered	False					maru1249	Q11149315	
mhy	mhy	Ma'Anyan	Ma'anyan	150000	Latn	ID		Vulnerable	False					maan1238	Q2328761	Austronesian East Barito language spoken in central Kalimantan, Indonesia
mhz	mhz	Mor		700	Latn	ID		Definitely endangered	False					morm1235	Q2122792	Austronesian language spoken in Indonesia
mi	mri	Maori	Māori	140000	Latn	NZ	Official [NZ]	Definitely endangered	False			mao		maor1246	Q36451	Polynesian language spoken in New Zealand
mia	mia	Miami			Latn	US		Extinct	False					miam1252	Q56523	
mib	mib	Atatláhuca Mixtec		28000	Latn	MX		Vulnerable	False					atat1238	Q32093046	
mic	mic	Mi'Kmaq		7900	Latn	CA		Definitely endangered	False					mikm1235	Q13321	Eastern Algonquian language spoken by Mi'kmaq people in Canada and the United States
mid	mid	Mandaic		5500	Mand	IR		Severely endangered	False					nucl1706	Q6991742	
mie	mie	Ocotepec Mixtec		19000	Latn	MX		Vulnerable	False					ocot1243	Q25559575	
mif	mif	Mofu-Gudur		90000	Latn	CM		Not endangered	False					mofu1248	Q1365132	
mig	mig	San Miguel El Grande Mixtec		28000	Latn	MX		Vulnerable	False					sanm1295	Q12953719	
mih	mih	Chayuco Mixtec		20000	Latn	MX		Vulnerable	False					chay1249	Q13583510	
mii	mii	Chigmecatitlán Mixtec			Latn	MX		Definitely endangered	False					chig1239	Q12953724	
mij	mij	Abar			Latn	CM		Definitely endangered	False					abar1238	Q34725	
mik	mik	Mikasuki		290	Latn	US		Definitely endangered	False					mika1239	Q13316	Muskogean language spoken in southern Florida
mil	mil	Peñoles Mixtec		13000	Latn	MX		Vulnerable	False					peno1244	Q42411307	
mim	mim	Alacatlatzala Mixtec		150000	Latn	MX		Vulnerable	False					alac1244	Q14697894	
min	min	Minangkabau	Baso Minangkabau	8000000	Latn	ID		Not endangered	False	ms				mina1268	Q13324	Minangkabauic language spoken predominantly by the Minangkabau ethnic group
mio	mio	Pinotepa Nacional Mixtec		30000	Latn	MX		Vulnerable	False					pino1237	Q7196415	
mip	mip	Apasco-Apoala Mixtec		10000	Latn	MX		Definitely endangered	False					apas1235	Q13583505	
miq	miq	Mískito	Miskitu	180000	Latn	NI		Not endangered	False					misk1235	Q1516803	language spoken in Honduras and Nicaragua
mir	mir	Isthmus Mixe		45000	Latn	MX		Vulnerable	False					isth1238	Q6088873	
mit	mit	Southern Puebla Mixtec		3200	Latn	MX		Definitely endangered	False					sout3001	Q7570345	
miu	miu	Cacaloxtepec Mixtec		460	Latn	MX		Definitely endangered	False					caca1250	Q12953723	
miw	miw	Akoye		600	Latn	PG		Definitely endangered	False					akoy1238	Q3327462	
mix	mix	Mixtepec Mixtec		12200	Latn	MX, US		Definitely endangered	False					mixt1425	Q6884125	
miy	miy	Ayutla Mixtec		12000	Latn	MX		Vulnerable	False					ayut1236	Q13583508	
miz	miz	Coatzospan Mixtec		2100	Latn	MX		Definitely endangered	False					coat1241	Q3317290	
mjb	mjb	Makalero			Latn	TL		Not endangered	False					makl1245	Q35729	dialect of Makasae
mjc	mjc	San Juan Colorado Mixtec		30000	Latn	MX		Vulnerable	False					sanj1281	Q12953718	
mjd	mjd	Northwest Maidu		3	Latn	US		Critically endangered	False					nort2951	Q3198700	
mje	mje	Muskum			Latn	TD		Extinct	False					musk1256	Q3913334	
mjg	mjg	Tu	Tǔzúyǔ	150000	Latn	CN		Vulnerable	False					tuuu1240	Q34214	Mongolian language
mjh	mjh	Mwera			Latn	MW, TZ		Vulnerable	False					mwer1247	Q6799604	
mji	mji	Kim Mun		370000	Latn	CN		Not endangered	False					kimm1245	Q1115317	
mjj	mjj	Mawak		25	Latn	PG		Severely endangered	False					mawa1266	Q11732427	
mjk	mjk	Matukar		430	Latn	PG		Definitely endangered	False					matu1261	Q6791963	
mjl	mjl	Mandeali	मंडयाली	1700000	Deva	IN		Definitely endangered	False					mand1409	Q6747931	
mjm	mjm	Medebur		510	Latn	PG		Not endangered	False					mede1237	Q6805227	Oceanic language of northeast New Guinea
mjn	mjn	Ma		570	Latn	PG		Not endangered	False					mapa1244	Q6804364	
mjo	mjo	Malankuravan		19000		IN		Not endangered	False					mala1459	Q14916887	
mjp	mjp	Malapandaram		5900		IN		Vulnerable	False					mala1468	Q10575729	
mjq	mjq	Malaryan				IN		Extinct	False					mala1466	Q12952773	
mjr	mjr	Malavedan		27000		IN		Vulnerable	False					mala1463	Q12952775	
mjs	mjs	Miship		6000	Latn	NG		Not endangered	False					mish1244	Q3441264	
mjt	mjt	Sauria Paharia			Beng, Deva	BD, IN		Vulnerable	False					saur1249		
mju	mju	Manna-Dora		18000		IN		Critically endangered	False					mann1245	Q10576453	
mjv	mjv	Mannan		7900		IN		Vulnerable	False					mann1246	Q3286037	
mjw	mjw	Karbi	Arleng	420000	Latn	IN		Not endangered	False					karb1241	Q56591	South Asian language
mjx	mjx	Mahali		36000		IN		Vulnerable	False					maha1291	Q12953686	
mjy	mjy	Mahican			Latn	US		Extinct	False					mahi1248	Q3182562	
mjz	mjz	Majhi				IN, NP		Definitely endangered	False					majh1253	Q6737786	language spoken in Nepal
mk	mkd	Macedonian	македонски	1400000	Cyrl, Latn	MK	Official [MK]	Not endangered	False			mac		mace1250	Q9296	South Slavic language mostly spoken in North Macedonia and its neighbouring countries
mka	mka	Mbre		50		CI		Definitely endangered	False					mbre1244	Q3450154	
mkb	mkb	Mal Paharia		50000		IN		Vulnerable	False					malp1246	Q6583595	
mkc	mkc	Siliput		520	Latn	PG		Definitely endangered	False					sili1247	Q7515090	
mke	mke	Mawchi		280000	Deva	IN		Not endangered	False					mawc1242	Q21403317	
mkf	mkf	Miya		30000	Latn	NG		Not endangered	False					miya1266	Q43328	
mkg	mkg	Mak		1000		CN		Definitely endangered	False					makc1235	Q3280623	language of China
mki	mki	Dhatki	ڍاٽڪي	150000	Arab	PK		Not endangered	False					dhat1238	Q32480	one of the Rajasthani languages of the Indo-Aryan branch of the Indo-European language family
mkj	mkj	Mokilese		1500	Latn	FM		Definitely endangered	False					moki1238	Q2335528	
mkk	mkk	Byep		9500	Latn	CM		Not endangered	False					byep1241	Q35052	
mkl	mkl	Mokole		66000	Latn	BJ		Not endangered	False					moko1243	Q36047	
mkm	mkm	Moklen		2000		TH		Definitely endangered	False					mokl1243	Q3319380	
mkn	mkn	Kupang Malay		200000	Latn	ID		Not endangered	False					kupa1239	Q18458203	
mko	mko	Mingang Doso		3000	Latn	NG		Definitely endangered	False					ming1254	Q3915382	
mkp	mkp	Moikodi		570	Latn	PG		Not endangered	False					moik1239	Q6894594	
mkq	mkq	Bay Miwok			Latn	US		Extinct	False					baym1241	Q3460957	
mkr	mkr	Malas		650	Latn	PG		Not endangered	False					mala1495	Q11732402	
mks	mks	Silacayoapan Mixtec		150000	Latn	MX		Vulnerable	False					sila1250	Q7514027	
mkt	mkt	Vamale			Latn	NC		Definitely endangered	False					vama1243	Q14916907	
mku	mku	Konyanka Maninka	Maninkakan	210000	Latn, Nkoo	GN, ML		Not endangered	False	man				kony1250	Q11163298	
mkv	mkv	Mafea		34	Latn	VU		Critically endangered	False					mafe1237	Q3073532	Oceanic language spoken in Vanuatu
mkw	mkw	Kituba	Kituba		Latn	CD, CG		Not endangered	False					kitu1245	Q12953639	language of the Republic of the Congo
mkx	mkx	Kinamiging Manobo		27000		PH		Vulnerable	False					cina1236	Q12953697	Manobo language native to the island of Camiguin
mky	mky	East Makian		20000	Latn	ID		Definitely endangered	False					east2440	Q3512690	language in North Maluku
mkz	mkz	Makasae		100000	Latn	TL		Not endangered	False					maka1316	Q35782	language spoken in East Timor
ml	mal	Malayalam	മലയാളം	42000000	Latn, Mlym, Syrn	IN	Regional official [IN]	Not endangered	False					mala1464	Q36236	Dravidian language of India
mla	mla	Malo		4000	Latn	VU		Vulnerable	False					malo1243	Q1153276	Oceanic language
mlb	mlb	Mbule		110	Latn	CM		Vulnerable	False					mbul1262	Q35843	Southern Bantoid language of Cameroon
mlc	mlc	Cao Lan		170000	Latn	VN		Not endangered	False					caol1238	Q3446682	
mle	mle	Manambu		3000	Latn	PG		Definitely endangered	False					mana1298	Q11732406	
mlf	mlf	Mal				LA, TH		Not endangered	False					mall1246	Q3281057	Mon–Khmer language
mlh	mlh	Mape		1700	Latn	PG		Definitely endangered	False					mape1249	Q6753787	
mli	mli	Malimpung		5000		ID		Vulnerable	False					mali1283	Q12473435	
mlj	mlj	Miltu		270	Latn	TD		Definitely endangered	False					milt1241	Q3441310	
mlk	mlk	Ilwana		22000	Latn	KE		Definitely endangered	False					ilwa1237	Q6001357	
mll	mll	Malua Bay		500	Latn	VU		Definitely endangered	False					malu1245	Q6744946	
mlm	mlm	Mulam		86000	Latn	CN		Definitely endangered	False					mula1253	Q3092284	
mln	mln	Malango		4100	Latn	SB		Not endangered	False					mala1484	Q3281522	
mlo	mlo	Mlomp		5400	Latn	SN		Definitely endangered	False					mlom1238	Q36009	
mlp	mlp	Bargam		3800	Latn	PG		Vulnerable	False					barg1252	Q4860543	Papuan language
mlq	mlq	Western Maninkakan		1600000	Latn	ML, SN		Not endangered	False	man				west2500	Q11028033	
mlr	mlr	Vame		8500	Latn	CM		Not endangered	False					vame1236	Q3515088	
mls	mls	Masalit	masalaka	450000	Latn	SD		Not endangered	False					nucl1440	Q56557	It is the language of the Masalit entity, the Masalit African language. In the past, the Masalit language was published on the sources of the languages ​​of other peoples. Masalit is a language and entity that is the Masalit Sultanate,The Masalit lan
mlu	mlu	To'Abaita		13000	Latn	SB		Not endangered	False					toab1237	Q36645	language of the Solomon Islands
mlv	mlv	Motlav		2100	Latn	VU		Vulnerable	False					motl1237	Q2475538	language of Vanuatu
mlw	mlw	Moloko		8500	Latn	CM		Severely endangered	False					molo1266	Q1965222	Afro-Asiatic language
mlx	mlx	Malfaxal		600	Latn	VU		Definitely endangered	False					malf1237	Q2157421	
mlz	mlz	Malaynon		560000		PH		Not endangered	False					mala1491	Q18755512	
mma	mma	Mama			Latn	NG		Definitely endangered	False					mama1272	Q3913963	Jarawan language
mmb	mmb	Momina		2200		ID		Definitely endangered	False					momi1242	Q6897297	language in Papua
mmc	mmc	Michoacán Mazahua		150000	Latn	MX		Definitely endangered	False					mich1246	Q12953705	
mmd	mmd	Maonan		30000	Latn	CN		Definitely endangered	False					maon1241	Q3092293	Kam–Sui language spoken in China
mme	mme	Mae		1000	Latn	VU		Definitely endangered	False					maee1241	Q3276286	
mmf	mmf	Mundat		1500	Latn	NG		Vulnerable	False					mund1334	Q56263	
mmg	mmg	North Ambrym		5300	Latn	VU		Definitely endangered	False					nort2839	Q2842468	
mmh	mmh	Mehináku			Latn	BR		Definitely endangered	False					mehi1240	Q3501838	Arawakan language spoken by the Mehinaku people of Brazil
mmi	mmi	Musar			Latn	PG		Not endangered	False					musa1265	Q6940113	
mmj	mmj	Majhwar		34000		IN		Definitely endangered	False					majh1236	Q6737795	
mmk	mmk	Mukha-Dora		30000		IN		Not endangered	False					mukh1238	Q6933447	
mml	mml	Man Met		900		CN		Definitely endangered	False					manm1238	Q3194984	
mmm	mmm	Maii		180	Latn	VU		Definitely endangered	False					maii1238	Q6735599	
mmn	mmn	Mamanwa		5200	Latn	PH		Not endangered	False					mama1275	Q3206623	Austronesian language
mmo	mmo	Mangga Buang		1500	Latn	PG		Not endangered	False					mang1404	Q12952294	
mmp	mmp	Siawi		220	Latn	PG		Severely endangered	False					siaw1243	Q2605703	
mmq	mmq	Musak		400	Latn	PG		Definitely endangered	False					musa1266	Q6940074	
mmr	mmr	Western Xiangxi Miao	Dut Xongb	900000	Latn	CN		Not endangered	False	hmn				west2430	Q3307901	Hmongic language spoken by the Miao people in China
mmt	mmt	Malalamai		900	Latn	PG		Definitely endangered	False					mala1489	Q3281496	
mmu	mmu	Mmaala			Latn	CM		Vulnerable	False					mmaa1238	Q13123461	
mmv	mmv	Miriti			Latn	BR		Extinct	False					miri1270	Q6873567	
mmw	mmw	Emae		400	Latn	VU		Definitely endangered	False					emae1237	Q3051961	
mmx	mmx	Madak		3000	Latn	PG		Vulnerable	False					mada1285	Q3275205	Western Oceanic language
mmy	mmy	Migaama			Latn	TD		Not endangered	False					miga1249	Q56259	Afro-Asiatic language of Chad
mmz	mmz	Mabaale		80000	Latn	CD		Not endangered	False					maba1270	Q11003249	
mn	mon	Mongolian	Монгол	6500000	Cyrl, Latn, Mong, Soyo	CN, MN	Official [MN], Regional official [CN]		True		khk, mvf			mong1331	Q9246	official language of Mongolia
mna	mna	Mbula		4500	Latn	PG		Not endangered	False					mbul1263	Q3303572	
mnb	mnb	Muna	Wamba Wuna	300000	Latn	ID		Vulnerable	False					muna1247	Q6935584	Austronesian language spoken on Muna island, Indonesia
mnc	mnc	Manchu	ᠮᠠᠨᠵᡠ ᡤᡳᠰᡠᠨ	20	Latn, Mong	CN		Critically endangered	False					manc1252	Q33638	Tungusic language originating from Northeast China
mnd	mnd	Mondé		2	Latn	BR			False					sala1273	Q6898840	
mne	mne	Naba	Naba	280000	Latn	TD		Not endangered	False					naba1253	Q760732	
mnf	mnf	Mundani		34000	Latn	CM		Not endangered	False					mund1327	Q35839	Southern Bantoid language of Cameroon
mng	mng	Eastern Mnong		130000		VN		Not endangered	False					east2333	Q12953747	Austro-Asiatic language spoken in Vietnam
mnh	mnh	Mono			Latn	CD, CF		Vulnerable	False					mono1270	Q33501	language spoken in the Democratic Republic of the Congo
mni	mni	Meiteilon (Manipuri)	Meitheiron	1500000	Beng, Latn, Mtei	IN		Vulnerable	False					mani1292	Q33868	Sino-Tibetan language
mnj	mnj	Munji		5300	Arab	AF		Definitely endangered	False					munj1244	Q33639	
mnk	mnk	Mandinka		2100000	Arab, Latn, Nkoo	011, SN		Not endangered	False	man				mand1436	Q33678	Mande language spoken by the Mandinka people of West Africa
mnl	mnl	Tiale		800	Latn	VU		Vulnerable	False					tial1239	Q6744350	
mnm	mnm	Mapena		270	Latn	PG		Vulnerable	False					mape1250	Q11732415	
mnn	mnn	Southern Mnong		130000		VN		Not endangered	False					sout2692	Q23857582	
mnp	mnp	Min Bei Chinese	Mâing-bă̤-ngṳ̌	2200000	Latn	CN		Not endangered	False	zh				minb1244	Q36457	Chinese language
mnq	mnq	Minriq		100		MY		Definitely endangered	False					minr1238	Q2742268	
mnr	mnr	Mono			Latn	US		Critically endangered	False					mono1275	Q33591	Native American language of California
mns	mns	Mansi		940	Cyrl	RU		Definitely endangered	False					mans1258	Q30304537	dialect of the Mansi language
mnu	mnu	Mer		85	Latn	ID		Severely endangered	False					merr1239	Q6817854	language in Papua
mnv	mnv	Rennell-Bellona		4400	Latn	SB		Not endangered	False					renn1242	Q3397346	Polynesian language
mnw	mnw	Mon	ဘာသာ မန်	850000	Mymr	MM		Vulnerable	False					monn1252	Q13349	Austroasiatic language spoken by the Mon in Burma and Thailand
mnx	mnx	Manikion		12000	Latn	ID		Not endangered	False					mani1235	Q3507964	language in Papua
mny	mny	Manyawa	Emakuana	150000	Latn	MZ		Not endangered	False					many1259	Q11002622	
mnz	mnz	Moni		20000	Latn	ID		Not endangered	False					moni1261	Q6899857	Papuan language
moa	moa	Mwan		20000	Latn	CI		Not endangered	False					mwan1250	Q3320111	
moc	moc	Mocoví		3000	Latn	AR		Definitely endangered	False					moco1246	Q3027906	Guaicuruan language of Argentina
mod	mod	Mobilian			Latn	US		Extinct	False					mobi1236	Q13333	pidgin used as a lingua franca among Native American groups living along the Gulf of Mexico
moe	moe	Innu	innu-aimun	12000	Latn	CA		Vulnerable	False					mont1268	Q13351	Cree language of eastern Canada
mog	mog	Mongondow	Mongondow	230000	Latn	ID		Vulnerable	False					mong1342	Q3058458	
moh	moh	Mohawk	Kanienʼkéha	1800	Latn	CA		Definitely endangered	False					moha1258	Q13339	Indigenous language spoken by Mohawk peoples in North America
moi	moi	Mboi		19000	Latn	NG		Not endangered	False					mboi1246	Q3914417	
moj	moj	Monzombo			Latn	CD, CF, CG		Vulnerable	False					monz1249	Q11154772	
mok	mok	Morori		50		ID		Definitely endangered	False					moro1289	Q6913275	language in Papua
mom	mom	Mangue			Latn	NI		Extinct	False				cjr	moni1237	Q56542	
moo	moo	Monom		6000		VN		Not endangered	False					mono1268	Q6901726	
mop	mop	Mopán Maya		9000	Latn	BZ		Vulnerable	False					mopa1243	Q36183	
moq	moq	Mor		30		ID		Severely endangered	False					morb1239	Q11732468	Papuan language
mor	mor	Moro		30000	Latn	SD		Vulnerable	False					moro1285	Q36172	
mos	mos	Mossi	Mòoré	8300000	Latn	BF		Not endangered	False					moss1236	Q36096	one of two official regional languages of Burkina Faso
mot	mot	Barí			Latn	CO, VE		Vulnerable	False					bari1297	Q2886281	language of Colombia and Venezuela
mou	mou	Mogum			Latn	TD		Not endangered	False					mogu1251	Q3440473	
mov	mov	Mohave		200	Latn	US		Critically endangered	False					moha1256	Q56510	
mow	mow	Moi			Latn	CD, CG		Vulnerable	False					moic1236	Q11124792	
mox	mox	Molima		4000	Latn	PG		Not endangered	False					moli1248	Q3319495	
moy	moy	Shekkacho		80000		ET		Not endangered	False					shek1244	Q56827	
moz	moz	Mukulu		12000	Latn	TD		Not endangered	False					muku1242	Q3440403	
mpa	mpa	Mpoto			Latn	MW, TZ		Not endangered	False					mpot1240	Q6928303	
mpb	mpb	Malak Malak		10	Latn	AU		Critically endangered	False					mull1237	Q6741120	
mpc	mpc	Mangarrayi		2	Latn	AU		Critically endangered	False					mang1381	Q6748829	
mpd	mpd	Machinere			Latn	BO, BR		Definitely endangered	False					mach1268	Q12953681	
mpe	mpe	Majang		33000		ET		Not endangered	False					maja1242	Q56724	
mpg	mpg	Marba	Marba	150000	Latn	TD		Not endangered	False					marb1239	Q56614	
mph	mph	Maung		370	Latn	AU		Vulnerable	False					maun1240	Q6792550	
mpi	mpi	Mpade		16000	Latn	CM, NG, TD		Vulnerable	False					mpad1242	Q3280670	Chadic language spoken in Cameroon and Chad
mpj	mpj	Martu Wangka		7400	Latn	AU		Definitely endangered	False					mart1256	Q3295916	Wati language of Australia
mpk	mpk	Mbara		1000	Latn	TD		Definitely endangered	False					mbar1260	Q3912770	language in extinction danger
mpl	mpl	Middle Watut			Latn	PG		Not endangered	False					midd1327	Q15887910	
mpm	mpm	Yosondúa Mixtec		28000	Latn	MX		Vulnerable	False					yoso1239	Q12953741	
mpn	mpn	Mindiri		80	Latn	PG		Definitely endangered	False					mind1255	Q6863842	
mpo	mpo	Miu		400	Latn	PG		Definitely endangered	False					miuu1237	Q6883668	
mpp	mpp	Migabac		2600	Latn	PG		Not endangered	False					miga1241	Q11732448	
mpq	mpq	Matís		320	Latn	BR		Definitely endangered	False					mati1255	Q3299145	
mpr	mpr	Vangunu		910	Latn	SB		Not endangered	False					vang1243	Q3554582	
mps	mps	Dadibi		10000	Latn	PG		Not endangered	False					dadi1250	Q5208077	
mpt	mpt	Mian		3500	Latn	PG		Definitely endangered	False					mian1256	Q12952846	
mpu	mpu	Makuráp		45	Latn	BR		Severely endangered	False					maku1278	Q3281037	
mpv	mpv	Mungkip		12	Latn	PG		Severely endangered	False					mung1272	Q11732485	
mpw	mpw	Mapidian			Latn	BR, GY		Critically endangered	False					mapi1252	Q6753812	
mpx	mpx	Misima-Panaeati		18000	Latn	PG		Not endangered	False					misi1243	Q6875666	
mpy	mpy	Mapia			Latn	ID		Extinct	False					mapi1250	Q3287224	extinct language in Mapia Island, West Papua
mpz	mpz	Mpi				TH		Definitely endangered	False					mpii1239	Q6928276	
mqa	mqa	Maba		6600		ID		Not endangered	False					maba1278	Q3273750	
mqb	mqb	Mbuko		15000	Latn	CM		Not endangered	False					mbuk1243	Q3502213	
mqc	mqc	Mangole		7300	Latn	ID		Not endangered	False					mang1408	Q6749097	
mqe	mqe	Matepi		280	Latn	PG		Vulnerable	False					mate1260	Q11732426	
mqf	mqf	Momuna		2200		ID		Definitely endangered	False					momu1241	Q6897518	language in Papua
mqg	mqg	Kota Bangun Kutai Malay		300000	Latn	ID		Not endangered	False	ms				kota1275	Q12952778	
mqh	mqh	Tlazoyaltepec Mixtec			Latn	MX		Vulnerable	False					tlaz1235	Q12953740	
mqi	mqi	Mariri		280		ID		Not endangered	False					mari1430	Q6765544	
mqj	mqj	Mamasa	Mamasa	89000	Latn	ID		Not endangered	False					mama1276	Q6745452	
mqk	mqk	Rajah Kabunsuwan Manobo		80000		PH		Not endangered	False					raja1254	Q12953700	
mql	mql	Mbelime			Latn	BJ, TG		Not endangered	False					mbel1240	Q4286473	
mqm	mqm	South Marquesan		8700	Latn	PF		Definitely endangered	False					sout2866	Q19694214	
mqn	mqn	Moronene		37000	Latn	ID		Vulnerable	False					moro1287	Q642581	
mqo	mqo	Modole				ID		Vulnerable	False					modo1249	Q11732457	
mqp	mqp	Manipa		1500	Latn	ID		Vulnerable	False					mani1297	Q6749799	
mqq	mqq	Minokok		90000		MY		Vulnerable	False					mino1243	Q18642293	
mqr	mqr	Mander		200		ID		Severely endangered	False					mand1443	Q6747979	language in Papua
mqs	mqs	West Makian		12000		ID		Vulnerable	False					west2600	Q3033575	
mqt	mqt	Mok		4700		TH		Critically endangered	False					mokk1243	Q13018559	
mqu	mqu	Mandari		70000	Latn	SD		Not endangered	False					mand1425	Q3285426	Eastern Nilotic language
mqv	mqv	Mosimo		50	Latn	PG		Severely endangered	False					mosi1248	Q11732478	
mqw	mqw	Murupi		300	Latn	PG		Vulnerable	False					muru1273	Q11732486	language from New Guinea
mqx	mqx	Mamuju		63000	Latn	ID		Vulnerable	False					mamu1255	Q6746004	
mqy	mqy	Manggarai	Manggarai	900000	Latn	ID		Not endangered	False					mang1405	Q3285748	Austronesian language spoken in Flores, Indonesia
mqz	mqz	Pano		1200	Latn	PG		Not endangered	False					mala1487	Q14916889	
mr	mar	Marathi	मराठी	93000000	Deva, Latn, Modi	IN	Regional official [IN]	Not endangered	False					mara1378	Q1571	Indo-Aryan language
mra	mra	Mlabri				LA, TH		Definitely endangered	False					mlab1235	Q3073465	
mrb	mrb	Marino		500	Latn	VU		Definitely endangered	False					mari1426	Q3293299	
mrc	mrc	Maricopa		35	Latn	US		Severely endangered	False					mari1440	Q56386	
mrd	mrd	Western Magar	मगर ढुट	250000	Deva	NP		Definitely endangered	False					west2418	Q22303263	Sino-Tibetan language
mrf	mrf	Elseng		300	Latn	ID		Definitely endangered	False					else1239	Q3915667	
mrg	mrg	Mising		550000	Beng, Deva, Latn	IN		Not endangered	False					misi1242	Q3316328	
mrh	mrh	Mara Chin	Mara	400000	Latn	IN		Vulnerable	False					mara1382	Q4175893	language spoken by Mara people living in South Mizoram, India and Chin state in Myanmar.
mrj	mrj	Western Mari	Мары йӹлмӹ	30000	Cyrl	RU		Vulnerable	False	chm				west2392		
mrk	mrk	Hmwaveke		200	Latn	NC		Definitely endangered	False					hmwa1243	Q5873712	
mrl	mrl	Mortlockese			Latn	FM		Definitely endangered	False					mort1237	Q3324598	Chuukic language
mrm	mrm	Merlav		1100	Latn	VU		Not endangered	False					merl1237	Q3331115	
mrn	mrn	Cheke Holo		11000	Latn	SB		Not endangered	False					chek1238	Q2962165	Cheke Holo language
mro	mro	Mru		29000	Latn, Mroo	BD		Vulnerable	False					mruu1242	Q1951521	
mrp	mrp	Morouas			Latn	VU		Definitely endangered	False					moro1286	Q6913299	
mrq	mrq	North Marquesan		8700	Latn	PF		Definitely endangered	False					nort2845	Q2603808	
mrr	mrr	Maria		160000	Deva	IN		Not endangered	False					mari1414	Q27602	Dravidian language spoken in India
mrs	mrs	Maragus		15	Latn	VU		Critically endangered	False					mara1399	Q6754640	
mrt	mrt	Marghi Central		240000	Latn	NG		Not endangered	False					marg1265	Q56241	Chadic language spoken in West Africa
mru	mru	Mono		300	Latn	CM		Severely endangered	False					mono1269	Q11031964	moribund Mbum language spoken by older adults in northern Cameroon
mrv	mrv	Mangareva		600	Latn	PF		Definitely endangered	False					mang1401	Q36237	Polynesian language spoken in French Polynesia
mrw	mrw	Maranao	Mëranaw	780000	Latn	PH		Not endangered	False					mara1404	Q33800	Austronesian language spoken in the Philippines
mrx	mrx	Maremgi		55		ID		Severely endangered	False					mare1261	Q5278044	language in Papua
mry	mry	Mandaya		250000	Latn	PH		Not endangered	False				mst	kara1489	Q6747925	
mrz	mrz	Marind			Latn	ID, PG		Vulnerable	False					nucl1622	Q6763970	language in Indonesia
ms	msa	Malay	Bahasa Melayu	34400000	Arab, Latn, Thai	BN, ID, MY, SG, TH	Official [BN], Official [MY], Official [SG]		True		bjn, btj, bve, bvu, coa, dup, hji, id, jak, jax, kvb, kvr, kxd, lce, lcf, liw, max, meo, mfa, mfb, min, mqg, msi, mui, orn, ors, pel, pse, tmw, urk, vkk, vkt, xmm, zlm, zmi, zsm	may				
msb	msb	Masbatenyo	Masbatenyo	350000	Latn	PH		Not endangered	False					masb1238	Q33948	
msc	msc	Sankaran Maninka		3300000	Latn, Nkoo	GN, ML		Not endangered	False	man				sank1253	Q11155812	
mse	mse	Musey	Musey	260000	Latn	TD		Not endangered	False					muse1242	Q56328	
msf	msf	Mekwei		1200	Latn	ID		Severely endangered	False					mekw1241	Q4544752	
msg	msg	Moraid		1000	Latn	ID		Vulnerable	False					mora1239	Q6909020	language in Papua
msh	msh	Masikoro Malagasy		550000	Latn	MG		Not endangered	False	mg				masi1268	Q1976816	
msi	msi	Sabah Malay	Sabah Melayu	3000000	Latn	MY		Not endangered	False	ms				saba1263	Q10867404	pidginised local trade language of Sabah
msj	msj	Ma		4700	Latn	CD		Not endangered	False					made1252	Q6720909	
msk	msk	Mansaka		58000	Latn	PH		Vulnerable	False					mans1262	Q12952800	Austronesian language
msl	msl	Molof		230	Latn	ID		Definitely endangered	False					molo1262	Q4300950	
