a little	شوية
persuade	يقنّع
pervert	شخص منحرف
pervert	تحريف
pet	حيوان أليف
phase	مرحلة
phenomenon	ظاهرة
philosophy	فلسفة
phone	تلفون
phone	هاتف
photo	صورة
phrase	جملة
physical	مادي
physical	بدني
pick	يلتقط
pick	يختار
pick up	يشد
pick up	ياخذ
picture	صورة
piece	قطعة
pieces	قِطع
pig	خنزير
pigeon	حمامة
pile	بواسير
pile	كومة
pillow	مخدة
pilot	طيار
pin	شدادة
pin	دبوس
pineapple	أناناس
pink	وردي
pit	منجم
pit	حفرة
pitch	رمية
pitch	درجة الانحدار
pity	شفقة
place	مكان
place	يحط
places	مكانات
plague	وباء
plain	سهل
plain	عادي
plan	خطة
plane	طيارة
plant	مصنع
plant	نبات
plants	نباتات
plate	صونية
platform	منصة
play	يلعب
play	يعزف
playing	يلعب
pleasant	ممتع
please	من فضلك
please	أرجوك
please	لو سمحت
pleased	فرحان
pleasure	سعادة
pledge	يوعد
pledge	يتعهد
plenty	كمية كبيرة
plenty	غزير
plot	مؤامرة
plot	قطعة أرض
plug	سبينة
plum	عوينة
plumber	سبّاك
plural	جمع
podcast	تدوين صوتي
poem	شِعر
poetry	شعر
point	يشير لـ
point	نقطة
poison	سم
police	الشرطة
policy	سياسة
polite	مؤدب
pollution	تلوث
pond	بِرْكة
pool	حوض سباحة
poop	براز
poop	يتبرز
poor	فقير
pop	البوب
pop	الشعبي
popular	شائع
population	سكان
pork	لحم الخنزير
porridge	مثرودة
porridge	عصيدة
port	ميناء
position	منصب
position	مكان
positive	إيجابي
possess	يملك
possession	مِلك
possessive	صيغة الملكية
possessive	متملّك
possible	ممكن
post	بريد
post	منصب
post	منشور
postpone	يؤجل
potato	بطاطا
potential	احتمال
pound	جنيه
poverty	فقر
power	طاقة
power	سلطة
power	قوة
powerful	قوي
practical	عملي
practice	ممارسة
practice	يتدرب
practice	يمارس
practice	تدريب
praise	يمدح
prank	مقلب
pray	يصلي
precious	ثمين
precise	دقيق
precise	محدد
precisely	بالتحديد
predict	يتوقّع
prefer	يفضل
preference	تفضيل
preference	أولوية
pregnant	حامل
prejudice	تحيز
prejudice	تعصّب
premises	مقدمات منطقية
premises	مبنى شركة
premium	علاوة
premium	ممتاز
preparation	تجهيز
prepare	يجهّز
prepared	جاهز
prepared	واتي
preposition	حرف جر
presence	حضور
presence	وجود
present	حاضر
present	حاليا
present	هدية
presentation	عرض تقديمي
preserve	يحافظ على
president	رئيس
press	صحافة
press	يضغط
pressure	ضغط
pretend	يتظاهر
pretend	يمثّل
pretty	جميل
pretty	جذاب
pretty	إلى حد بعيد
prevent	يمنع
previous	سابق
prey	فريسة
prey	ضحية
price	سعر
pride	فخر
priest	قسيس
primary	مبدئي
primary	أساسي
prime	مبدئي
prime	رئيسي
princess	أميرة
principal	رئيسي
prior	قبل
priority	أولوية
prison	حبس
privacy	خصوصية
private	خاص
privilege	حصانة
privilege	امتياز
prize	جائزة
probably	احتمال
problem	مشكلة
procedure	إجراء
proceed	يتابع
proceed	يتقدم
process	عملية
process	معالجة
produce	ينتج
product	منتج
production	إنتاج
profession	مهنة
profession	حرفة
professional	محترف
profile	ملف شخصي
profit	ربح
profound	عميق
progress	تقدم
progress	تطور
project	مشروع
prominent	مشهور
promise	يوعد
promise	وعد
promote	يحفز
promotion	ترقية
prompt	فوري
prompt	يستدعي
prone	متعرض لـ
prone	منبطح
pronouns	ضمائر
pronunciation	نطق
proof	يثبت
proper	مناسب
properly	بصورة صحيحة
properties	ممتلكات
properties	خصائص
property	ملكية
proposal	مقترح
proposal	عرض
prospect	احتمال
prosperity	رفاهية
prosperous	مزدهر
protect	يحمي
proud	فخور
prove	يثبت
provide	يزوّد
provided	يوفّر
provided	بشرط أن
province	مقاطعة
provision	بند
provision	توفير
puberty	بلوغ
public	حكومي
public	عام
pull	يسحب
pumpkin	قرعة
punctual	دقيق
pupil	طالب
purchase	يشري
pure	صافي
purple	بنفسجي
purpose	غرض
purse	محفظة
purse	شنطة يد
pursue	يتحرّى
pursuit	يلحق
pursuit	يتبّع
push	يدفع
put	يحط
qualification	مؤهل
quality	جودة
quantity	كمية
quarantine	حجر صحي
quarrel	عركة
quarter	ربع
Quechua	الكيتشوا
queen	ملكة
queer	شخص مثلي
queer	شاذ
queer	غريب
query	تساؤل
query	استفسار
question	مسألة
question	سؤال
queue	طابور
queue	يصف طابور
quick	سريع
quickly	بسرعة
quiet	هادئ
quiet	بهدوء
quilt	ورغان
quilt	بطانية
quit	يستقيل
quite	كليًا
quite	تمامًا
quiz	اختبار
quotation	عرض أسعار
quotation	اقتباس
quote	سعر
quote	اقتباس
quotes	أسعار
quotes	اقتباسات
rabbit	أرنب
race	سباق
race	سلالة
race	عرق
rage	غيظ
rage	غضب
rain	مطر
raise	يرفع
raised	رفع
ran	جرى
random	عشوائي
range	يتراوح
range	نطاق
rapid	سريع
rapidly	بسرعة
rare	نادر
rarely	نادرا
rash	طفح جلدي
rash	متسرع
rat	فأر
rate	معدل
rather	في بدل
ratio	معدل
rational	عقلاني
raw	ني
raw	خام
re	يكرر
reach	يوصل
reached	وصل
reaction	رد فعل
read	اقرأ
reading	يقرأ
ready	مستعد
ready	جاهز
real	حقيقي
reality	واقعي
realize	يدرك
realized	فهم
really	بالحقا
rear	من التالي
reason	سبب
reasonable	منطقي
reasonable	معقول
recall	يتذكر
recall	يستدعي
receipt	واصل
receipt	استلام
receive	يستلم
received	استلم
recent	مؤخرا
recently	مؤخرا
reception	استقبال
recipe	وصفة
reckless	متهور
recognition	تمييز
recognition	تعرف على
recognize	يميّز
recognize	يتعرّف
recommend	يوصي
recommended	ينصح بيه
record	تسجيل
record	يسجل
recover	يرجّع
recover	يتعافى
recovery	استعادة
rectangle	مستطيل
red	أحمر
redeem	يسترجع
redeem	يخلّص
redemption	التخليص
redemption	الفداء
reduce	ينقّص
redundant	مش لازم
redundant	زايد
refer	يشير لـ
reference	مرجع
reflect	يعكس
reflection	انعكاس
refrain	يمتنع
refrigerator	ثلاجة
refund	يرجّع القيمة
refuse	يرفض
refused	رفض
regard	اعتبار
regarding	بخصوص
regardless	بغض النظر
regards	تحيات
region	منطقة
register	يسجل
regret	يندم
regular	عادي
regular	منتظم
regularly	بانتظام
regularly	بشكل دوري
reject	يرفض
relate	يتعلق بـ
related	متعلق ب
relationship	علاقة
relative	متعلق بـ
relative	نسبي
relatives	أقارب
relax	يسترخي
release	إطلاق
release	حرّر
release	أطلق
release	تحرير
released	يحرّر
released	يطلق
relevant	مناسب
reliable	موثوق
relief	إعفاء
relief	راحة
relieve	يريّح
relieve	يخفّف
relieved	متطمن
relieved	مرتاح
religion	عقيدة
religion	دين
religious	ديني
reluctant	متكاسل
reluctant	معارض
rely	يعتمد على
remain	يقعد
remaining	الباقي
remarkable	مميز
remedy	يعالج
remember	يتذكر
remind	يذكر
reminder	تذكير
remote	عن بعد
remove	ينحّي
remove	يحذف
render	يخلّي
render	يقدّم خدمة
rent	يستأجر
repair	يصلح
repeat	يعاود
replace	يبدّل
reply	رد
report	يبلّغ
report	تقرير
represent	يمثل
reputation	سمعة
request	يطلب
require	يتطلب
required	مطلوب
rescue	ينقذ
research	بحث
resemble	يشبه
resentment	استياء
reservation	حجز
reserve	يحفظ
resident	مقيم
resign	يستقيل
resilience	مرونة
resilient	مرن
resist	يقاوم
resistance	مقاومة
resolution	دقة
resolve	يحل
resolve	يذوب
resort	ملجأ
resort	منتجع
resources	مصادر
resources	موارد
respect	يحترم
respond	يجاوب
respond	يرد
response	رد
response	إجابة
responsibility	مسؤولية
responsible	مسؤول
rest	الباقي
rest	راحة
rest in peace	الله يرحمه
restaurant	مطعم
restore	يرجّع
restrict	يقيّد
restrict	يحصر
result	نتيجة
results	نتائج
resume	سيرة ذاتية
resume	ملخّص
retail	بيع قطاعي
retain	يحتفظ
retention	احتباس
retention	حفظ
retired	تقاعد
retreat	ينسحب
retrieve	نرجّع
return	يرجع
reveal	يكشف
revealed	كشف
revealed	مكشوف
revenge	ثأر
revenue	ربح
reverse	يرجع التالي
reverse	يعكس
review	مراجعة
review	يراجع
revise	يراجع
revision	مراجعة
revolution	ثورة
reward	مكافأة
reward	جائزة
rhythm	إيقاع
rib	ضلع
rice	أرز
rich	غني
rid	يحرّر
rid	يتخلّص من
ride	يركب
ridiculous	سخيف
right	اليمين
right	صحيح
right now	توا
rigid	جامد
rigid	يابس
ring	خاتم
rinse	يمصمص
rinse	مضمضة فم
riot	عصيان
riot	فوضى
rip	يمزّق
ripe	طايب
rise	ينوض
rise	يرتفع
risk	خطر
rival	منافس
river	نهر
road	طريق
roast	مشوي
robust	قوي
robust	صحي
rock	رشادة
rod	عصا
rod	صنارة
role	دور
roll	لفّة
roll	يلف
roof	سقف
room	دار
root	جذر
rope	حبل
rotten	متعفّن
rotten	فاسد
rough	قاسي
roughly	بقسوة
roughly	تقريبا
round	دائري
round	جولة
route	مسار
routine	روتين
row	طابور
row	صف
rub	يحُك
rubber	مطاط
rubber	محّاية
rubbish	كناسة
rubbish	كلام فاضي
rude	وقح
rug	سجادة
ruin	يخرّب
rule	قاعدة
rule	حكم
ruler	مسطرة
ruler	حاكم
rules	قواعد
run	يجري
run	يشغّل
running	يجري
running	يشغل
rural	ريفي
rush	يندفع
sack	كيسة
sacred	مقدس
sacrifice	يضحي
safe	آمن
safe flight	رحلة آمنة
safety	سلامة
safety	أمان
sage	حكيم
said	قال
sail	يبحر
sail	شراع
sailing	رحلة بحرية
sake	لمصلحة
salary	راتب
sale	تخفيض
sale	بيع
salmon	سلمون
salt	ملح
same	نفسه
Same here	نفس الشيء هنا
sample	عينة
sand	رملة
Sanskrit	السنسكريتية
sarcastic	هازي
sarcastic	يتهكم
sassy	وقح
sat	قعمز
satisfaction	رضا
satisfied	راضي
satisfy	يرضى
satisfying	مُرضي
Saturday	السبت
sausage	مرقاز
savage	همجي
save	يحفظ
saw	شاف
say	يقول
scale	حجم
scam	غش
scar	ندبة
scarce	نادر
scared	خايف
scarf	وشاح
scarf	شال
scary	مخيف
scattered	مشرتع
scene	مشهد
scene	منظر
scenery	منظر طبيعي
scent	ريحة
schedule	يرتب
schedule	جدول زمني
school	مدرسة
science	علوم
scientist	عالم
scientists	علماء
scissors	مقص
scold	يكشّخ
scope	نطاق
scope	مدى
score	درجة
score	نتيجة
scrap	خردة
scratch	يخبّش
scream	يعيّط
screen	شاشة
screw	دادو
script	كتابة
script	سيناريو
sea	بحر
seal	ختم
search	يبحث
season	فصل
season	موسم
seat	كرسي
second	ثاني
secret	سر
section	قسم
section	قطاع
secure	يضمن
secure	يأمن
security	أمن
see	يشوف
see you	نتلاقوا
see you later	نتلاقوا بعدين
see you soon	نتلاقوا قريبًا
see you tomorrow	نتلاقوا غدوة
seed	زريعة
seek	يدوّر
seem	وكأن
seem	شكله
seems	وكأن
seems	شكله
seen	شاف
seize	يقبض
seize	ينتهز
seizure	استيلاء
seldom	نادر
select	يختار
self	نفس
self healing	شفاء ذاتي
selfish	أناني
sell	يبيع
send	يبعث
send me your picture	ابعتلي صورتك
senior	كبير
senior	الأعلى منصبا
sense	حاسة
sense	إحساس
sensible	رقيق
sensible	حساس
sensitive	حساس
sent	بعث
sentence	جملة
sentences	جمل
separate	يفصل
separate	يفرق
Sepedi	سيبيدي
september	سبتمبر
sequence	تسلسل
series	مسلسل
series	سلسلة
serious	جدي
seriously	بجديات
serve	يخدم
service	خدمة
session	جلسة
set	يعين
set	يحط
set	طقم
set up	يثبت
setting	ضبط
setting	جلسة
settle	استقر
settle	حل
seven	سبعة
seventeen	سبعطاش
seventy	سبعين
several	هلبا
severe	حاد
sew	خياطة
sh	أص
shade	ظل
shadow	ظل
shake	يهز
shake	يخض
shall	حـ
shallow	سطحي
shallow	أجوف
shame	عار
shape	شكل
shape	هيئة
share	يشارك
sharp	حاد
she	هي
she has	عندها
she is	هي
shed	كوخ
sheep	خروف
sheet	صحيفة
sheet	لوح
sheet	شيت
shelf	رف
shell	صدفة
shell	قذيفة
shelter	مأوى
shield	درع
shift	ورديّة
shift	يحوّل
shine	مشرق
ship	سفينة
shipping	شحن بحري
shirt	قميص
shoes	أحذية
shoot	يطلق طلقة
shoot	يصوب
shoot	يصور
shop	محل
shopping	تسوّق
shore	شط
short	قصير
shortage	نقص
shot	يصور
shot	تجربة
shot	يجرب
shot	طلقة
shot	يطلق طلقة
shot	صورة
should	لازم
shoulder	كتف
shout	يعيّط
show	عرض
show	يورّي
show me	وريني
shower	دوش
shrimp	جمبري
shrink	ينكمش
shut	يسكّر
shut up	اسكت
shy	يتحشم
sibling	خوت وخوات
siblings	خوت
sick	مريض
side	جانب
sigh	تنهيدة
sight	رؤية
sight	مشهد
sightseeing	زيارة المعالم السياحية
sign	لافتة
sign	علامة
signature	توقيع
significant	ذو أهمية
silence	سكوت
silent	صامت
silk	حرير
silly	سخيف
silver	فضة
similar	شبيه
simp	مغفل
simple	بسيط
simultaneously	تلقائي
since	بما إن
since	من هداكا الوقت
sincere	مخلص
sincerely	بأمانة
sing	يغني
singer	مغنّي
single	أعزب
sink	يغرق
sink	غرق
Sir	سيد
sister	أخت
sister in law	حمي
sister in law	نسيبة
sit	يقعمز
site	موقع
situation	حالة
situation	موقف
six	ستة
sixteen	سطاش
sixty	ستين
size	حجم
skill	مهارة
skills	مهارات
skin	بشرة
skinny	ضعيف
skip	يتخطى
skirt	قونة
sky	سماء
slave	عبد
sleep	يرقد
sleeping	نوم
sleepy	نعسان
sleeve	كُم
slice	شريحة
slice	يشرّح
slide	تزلج
slide	يتزحلق
slightly	طفيف
slim	ضعيف
slip	يزلق
slope	ميل
slot	فتحة
slot	شق
slow	بطيء
slowly	ببطء
small	صغير
smart	ذكي
smell	يشم
smell	ريحة
smile	ابتسامة
smile	يبتسم
smoke	دخان
smooth	سلس
smooth	ناعم
snack	وجبة خفيفة
snail	بازوزي
snake	لفعة
snap	فرقعة
snap	صورة سريعة
snow	ثلج
so	لذلك
so cute	لطيف جدًا
so far	لتوا
soak	ينقّع
soap	صابون
sober	رزين
soccer	كرة القدم
social	اجتماعي
society	مجتمع
socks	جوارب
soft	ناعم
software	برمجة
soil	تراب
sold	انباع
sold out	انباع
soldier	جندي
soldier	عسكري
sole	بطن الرجل
solid	متماسك
solid	صلب
solution	محلول
solution	حل
solve	يحل
solve	يذوب
some	بعض
somebody	شخص
somehow	بأي طريقة
someone	شخص
something	شيء
sometimes	مرّات
song	أغنية
soon	قريبًا
sophisticated	متطور
Sorani	الكردي
sore	ملتهب
sore	يوجع
sore throat	التهاب حلق
sorrow	حزن
sorrow	أسف
Sorry	آسف
sort	نوع
sort	يفرز
sought	طلب
sought	بحث
soul	روح
soulmate	توأم الروح
soulmate	حبيب
sound	صوت
soup	شربة
sour	حامض
source	مصدر
south	جنوب
space	فضاء
space	مكان
spam	رسائل إلكترونية مزعجة
span	امتداد
span	شبر
Spanish	إسبانية
spare	احتياطي
speak	يتكلم
special	خاص
species	أصناف
specific	محدد
spectacular	مشهد رائع
speech	حديث
speech	كلام
speechless	عاجز على الكلام
speed	سرعة
spell	يتهجى
spell	يسحر
spend	ينفق
spend	يقضّي
spent	صرف
spent	قضّى
spicy	حار
spicy	فيه بهارات
spike	مسمار
spin	يلف
spin	ينسج
spinach	سبانخ
spirit	روح
spit	يدفل
splendid	رائع
split	قسم
split	شق
spoil	يفسّد
spoil	غنيمة
spoiled	مدّلع
spontaneous	عفوي
spontaneous	تلقائي
spoon	كاشيك
spot	نقطة
spot	بقعة
spouse	زوجة
spread	ينشر
spring	الربيع
square	مربع
squeeze	يعصر
squid	حبار
squirrel	سنجاب
st	شارع
stab	يطعن
stable	مستقر
stable	ثابت
stack	كومة
stack	مدخنة
staff	الموظفين
stage	منصة
stage	مسرح
stain	بقعة
stairs	دروج
stake	وتد
stalk	ساق النبات
stall	كشك
stall	يماطل
stamp	ختم
stand	منصة
stand	يوقف
standard	مقياس
standard	معيار
star	نجمة
start	يبدأ
started	بدي
starving	ميت بالجوع
state	وضّح
state	ولاية
state	صرّح
statement	إفادة
station	محطة
statue	تمثال
status	حالة
stay	يقعد
stay safe	خليك في أمان
steady	مستقر
steak	شريحة لحم
steal	يخنب
steam	بخار
steel	ستيل
steep	ينقّع
steep	انحدار
stem	ينبع
stem	جذع
step	خطوة
stick	عصا
stiff	قاسي
stiff	يابس
still	ما زال
sting	يلدغ
sting	عقرب
sting	يلسع
stingy	بخيل
stir	يقلب
stir	يحرك
stock	مخزون
stock	رصيد
stolen	مخنوب
stomach	معدة
stone	رشادة
stood	وقف
stool	مقعد
stool	براز
stop	توقف
storage	تخزين
store	مخزن
store	محل
storm	عاصفة
story	قصة
stove	غاز الكوشة
straight	مستقيم
straightforward	صريح
strain	سلالة
strange	غريب
stranger	غريب
strategy	استراتيجية
straw	مصاصة
strawberry	فراولة
streak	شريط
streak	أثر
stream	تدفق
stream	تيار
street	شارع
strength	قوة
stress	توتر
stress	ضغط
stretch	يتمدد
strict	متشدد
strike	يضرب
string	خيط
strip	شريط
strip	يتعرى
strip	يجرد
strive	يجتهد
strive	يسعى
stroke	ضربة
stroke	سكتة دماغية
strong	قوي
struck	صعق
struck	ضرب
structure	هيكلية
struggle	مقاومة
struggle	كفاح
struggle	يكافح
struggle	يقاوم
struggling	يكافح
stubborn	عنيد
stuck	عالق
student	طالب
study	دراسة
study	يدرس
studying	يقرا
stuff	شيء
stunning	رائع
stupid	غبي
style	أسلوب
subject	موضوع
submission	استسلام,تسليم
submit	يقدّم
substance	مادة
substance	جوهر
substitute	بديل
subtle	بارع
subtle	دقيق
succeed	نجح
success	نجاح
successful	ناجح
such	زي
such as	زي
suck	يرضع
suck	يمص
sudden	فجأة
suddenly	فجأة
suffer	يعاني
suffering	يعاني
sufficient	كافي
sugar	سكر
suggest	يقترح
suggestion	اقتراح
suit	مناسب
suitable	مناسب
suitcase	شنطة سفر
sum	مبلغ
sum	مجموع
summary	خلاصة
summer	صيف
summit	قمة
sun	شمس
sunday	الأحد
sunny	مشمس
sunset	الغروب
sunshine	الشروق
super	ممتاز
superior	أرقى
superior	متفوق
supervisor	مشرف
supper	عشاء
supply	يوفر
supply	يزوّد
support	يدعم
suppose	يفترض
supposed	افترض
sure	أكيد
surface	سطح
surge	موجة
surge	طفرة
surgery	جراحة
surname	اللقب
surprise	مفاجأة
surprised	يفاجيء
surrender	يستسلم
surrounding	محيط
surveillance	مراقبة
survey	استطلاع
survive	يقعد عايش
suspect	مشبوه
suspended	معلّق
suspicious	مشكوك فيه
sustain	يتحمل
sustain	يحافظ على
sustainability	استدامة
sustainable	مستدام
swag	صرّة حوايج
swag	مقدار
swag	غنيمة
swallow	يبلع
swap	تبادل
swear	يحلف
sweat	يعرق
sweat	عرق
sweater	فانيليا
sweep	يكنس
sweet	حلو
sweet dreams	أحلام سعيدة
sweet tooth	يحب الحلويات
sweetheart	حبيبة
swell	تضخم
swelling	متورّم
swim	يعوم
swimming	عوامة
swing	يتدرجح
swing	درجيحة
switch	تاكو
switch	يحول
swollen	متورم
sword	سيف
symbol	رمز
sympathy	رحمة
sympathy	عطف
symptoms	أعراض
system	نظام
table	طاولة
tackle	يواجه
tackle	عدّة لمهمة معينة
tag	بطاقة شعار
tag	يشير لـ
tail	ذيل
take	يأخذ
take away	يأخذ بعيد
take away	ياخذ الطلبية برا المطعم
take care	اهتم بــ
take off	يقلع
take off	يطير
taken	مأخوذ
talk	كلام
talk	يتكلم
talkative	يدوي هلبا
tall	طويل
tap	شيشمة
tap	اضغط
tape	شريط
target	يهدف إلى
target	هدف
task	مهمة
taste	ذوق
taste	يذوق
tasty	لذيذ
tasty	طعمته حلوة
taught	علّم
tea	شاهي
teach	يعلم
teach	يدرس
teacher	أستاذ
team	فريق
tear	يقطّع
tear	يمزق
tears	دموع
tease	يسلّك
tease	يغيظ
technology	تقنية
teeth	أسنان
tell	يقول
tell me	قولّي
temper	حِدّة
temper	مزاج
temper	خلوق
temperature	درجة حرارة
temple	معبد
temporary	مؤقت
ten	عشرة
ten thousand	عشرة آلاف
tenant	مستأجر
tend	يميل
tend	يصون
tendency	ميول
tender	حنون
tender	عطاء
tense	زمن الفعل
tense	متوتر
tension	توتر
tent	خيمة
tentative	متردد
tentative	تجريبي
term	شرط
terms	بنود
terrible	رهيب
terrific	هائل
terrific	مخيف
territory	أراضي
territory	منطقة
test	يختبر
test	اختبار
text	نص
than	من غير
than	من
thank	شكرا
thank you	شكرا
Thank you for your patience while we investigate shipment	شكرا على صبرك في وقت تفتيش الشحنة
thank you so much	شكرا جزيلا
thank you very much	شكرا جزيلا
thanks	شكرا
Thanks for using our app	شكرا لاستخدام تطبيقنا
that	هداكا
that	إنّ
that	هديكا
that is	هداكا
that is	هذا
that's good	كويس
the	ال
theft	خنبة
their	متاعهم
them	هما
theme	الفكرة
theme	الموضوع
themselves	نفسهم
then	بعدين
theory	نظرية
there	غادي
there are	فيه
there is	فيه
therefore	فلهذا
these	هادم
they	هما
they are	هما
thick	غليظ
thief	خانب
thigh	فخذ
thin	رقيق
thing	شيء
things	حاجات
think	يفكّر
think	يعتقد
third	ثالث
thirsty	عطشان
thirteen	ثلاثين
thirty	ثلاثين
this	هذا
this is	هذا
thorough	شامل
thorough	عميق
thoroughly	تماما
those	هادم
though	رغم أن
thought	فكر
thoughtful	تفكيرعميق
thoughtful	مدروس
thoughts	أفكار
thousand	ألف
thread	خيط
threat	تهديد
threaten	يهدّد
three	ثلاثة
threshold	عتبة
thrilled	يرعش
thrilled	يثير
thrive	يكبر
thrive	ينمو
throat	حلق
through	من خلال
throughout	طوال
throw	يرمي
thumb	إبهام
thunder	رعد
Thursday	الخميس
thus	فلهذا
tick	قراد
tide	مد وجزر
tidy	مرتب
tidy	منظم
tie	قرواطة
tie	يربط
tiger	نمر
tight	متماسك
Tigrinya	التيغرينيا
time	وقت
timid	خجول
tiny	صغير
tip	نصيحة
tip	طرف
tips	نصائح
tire	تعب
tired	تعبان
tissue	نسيج
tissue	كلينكس
title	عنوان
title	لقب
to	إلى
to be	يكون
toast	توست
today	اليوم
toddler	عيّل
toes	صوابع الرجلين
together	مع بعض
toilet	حمام
told	قال
tolerance	تسامح
tolerate	يسامح
tomato	طماطم
tomorrow	غدوة
tongue	لغة
tongue	لسان
tonight	الليلة
too	أيضا
took	خذي
tool	أداة
tools	أدوات
tooth	سن
top	قمة
topic	موضوع
torn	يمزّق
torture	تعذيب
total	المجموع
touch	يمس
tough	قاسي
tough	يابس
tour	دورة
tour	لفّة
toward	تجاه
towards	باتجاه
towel	فوطة
town	مدينة
toxic	سام
trace	أثر
track	مسار
track	ممر
trade	تجارة
tradition	تقليد
traditional	تقليدي
traffic	حركة المرور
trail	ذيل
trail	أثر
train	قطار
training	تدريب
trait	ميزة
traits	ميزات
transfer	يرسل
transfer	يحول
transition	نقل
translate	يترجم
transparent	شفاف
transparent	صريح
transport	نقل
transportation	نقل
trap	فخ
trash	كناسة
trauma	فاجعة
trauma	صدمة
travel	يسافر
tray	صونية
treasure	كنز
treat	يعامل
treat	يعالج
treatment	علاج
treatment	معالجة
tree	شجرة
tremendous	ضخم
trend	اتجاه
trial	محاكمة
trial	تجربة
trial	محاولة
trick	خدعة
tried	حاول
trigger	يشعل
trigger	زند البندقية
trim	يهذب
trim	يقص
trip	رحلة
trouble	مشكلة
trousers	سروال
truck	طانطة
true	حقيقي
trunk	جذع
trunk	صندوق
trust	يثق
trust	ثقة
truth	حقيقة
try	يحاول
Tsonga	تسونجا
tube	طوبو
Tuesday	الثلاثاء
tuition	تدريس
turkey	ديك رومي
turkey	تركيا
turmeric	كركم
turn	يدور
turtle	سلحفاة
tutor	مدرس خصوصي
twelve	حداش
twenty	عشرين
twenty-one	واحد وعشرين
Twi	لهجة توي
twice	مرتين
twist	يلوي
twist	يحرّف
two	اثنين
type	نوع
typical	مثالي
typical	نموذجي
ugly	شين
ultimate	نهائي
ultimate	أقصى
umbrella	سحابة
unable	مش قادر
uncle	عم
uncle	خال
unconscious	مش واعي
under	تحت
underneath	تحت
underrated	مش واخذ حقّه
understand	يفهم
understood	مفهوم
unfortunately	للأسف
uniform	زي رسمي
unique	مميز
unit	وحدة
university	جامعة
unknown	مش معروف
unless	إلا إذا
until	حتى
unusual	مش عادي
up	فوق
up to you	زي ما تبي
update	تحديث
upgrade	تحديث
upgrade	تطوير
upon	على
upset	منزعج
urban	حضري
urge	ينق
urge	نقّان
urgent	مستعجل
us	نحن
use	يستخدم
use	استخدام
used	مستعمل
used	استعمل
useful	مفيد
useless	بلا فائدة
usual	معتاد
usually	عادةً
utility	فائدة
utility	منفعة
vacation	عطلة
vacation	إجازة
vaccination	تطعيم
vaccine	تطعيمة
vacuum	مكنسة كهربائية
vacuum	فراغ
vague	مبهم
vague	غامض
valid	صالح
valley	وادي
valuable	غالي
valuable	قيم
value	قيمة
variety	تنوع
various	متنوع
vary	يتنوع
vary	يتغير
vase	مزهرية
vast	واسع
vegetable	خضرة
vegetables	خضروات
vehicle	عربة
vehicle	مركبة
vendor	بائع
venom	سم
venture	مغامرة
venue	مكان
verify	يؤكد
verify	يتأكد من
versatile	متعدد الاستخدامات
version	نسخة
vertical	عمودي
very	هلبا
very good	جيد جدا
vessel	سفينة
via	عن طريق
via	بـ
vibe	اهتزاز
vibes	أجواء
vicious	وحشي
victim	ضحية
video	فيديو
view	يشوف
view	منظر
village	قرية
villain	حقير
villain	شرير
vinegar	خل
vintage	كلاسيكي
vintage	خمر
violence	عنف
violent	عنيف
viral	منتشر
viral	عدوى فيروس
virgin	بكر
virgin	عذراء
virtual	افتراضي
virtue	فضيلة
vision	رؤية
visit	زيارة
visit	يزور
visual	مرئي
vital	حيوي
vivid	فاقع
vivid	واضح
vocabulary	مفردات
voice	صوت
void	ملغي
volume	حجم
volunteer	متطوع
vomit	يرجّع
vulnerable	ضعيف
wage	أجر
wages	رواتب
waist	خصر
wait	يستنى
waiter	قرصون
waiting	يستنى
wake	ينوض
wake up	ينوض
walk	يمشي
walking	يمشي
wall	حيط
wall	سور
wallet	محفظة
wander	تجول
wanna	نبّي
want	يبّي
wanted	مطلوب
war	حرب
wardrobe	دولاب
warehouse	مخزن
warm	يدفيء
warm	دافي
warn	يحذر
warning	تحذير
warrior	محارب
was	كان
wash	يغسل
waste	كناسة
waste	يضيّع
watch	يتفرج
water	ماء
watermelon	دلّاع
wave	موجة
wave	يحيي بيده
way	طريقة
way	طريق
we	حني
we are	حني
we can	نقدروا
weak	ضعيف
weakness	ضعف
wealth	ثروة
wealthy	غني
wear	يلبس
wearing	يلبس
weather	طقس
wedding	زواج
Wednesday	الأربعاء
weed	طحلب
week	أسبوع
weekend	نهاية أسبوع
weight	وزن
weight	يوزن
weird	غريب
welcome	مرحبا
welfare	رعاية
Well	كويس
well done	طايب كويس
well done	ممتاز
went	مشي
were	كان
west	غرب
wet	مبلول
whale	حوت
what	شن
what about you	وأنت شن
what are you doing	شن تدير
what are you doing now	شن تدير توا
what are you doing right now	شن تدير توا
what do you do	شن تدير
what do you do for a living	شن تخدم؟
what do you mean	شن تقصد
what do you want	أنت شن تبي
what happened	شن صار
what is	ما هو
what is this	شن هذا
what is your job	شن تخدم
what is your name	شن اسمك
what's up	شن الجو
what's your name	شن اسمك؟
whatever	أي حاجة
wheat	قمح
wheel	عجلة
when	امتى
whenever	أي  وقت
where	وين
where are you	وين أنت؟
where are you from	من وين أنت
where are you now	وين أنت توا
where do you live	وين تسكن؟
where is	وين
whereas	في حين
whether	سواء
which	اللي
which	أما
while	في حين
whisper	يوشوش
whistle	صفارة
white	أبيض
who	من
who are you	من أنت
who is	من هو
who is this	من هذا
whole	جميع
whom	من
whose	لمن
whose	اللي
why	علاش
why not	علاش لا
wicked	خبيث
wide	واسع
