un	a
teruukhoole	retrieve
teruuk	return
teruukkome	return
omdreije	return
onthulle	reveal
onthuld	revealed
vraak	revenge
opbrings	revenue
omdreije	reverse
noakieke	review
beoordeiling	review
reeviezeere	revise
reviesie	revision
revoluusie	revolution
beloeëning	reward
ritme	rhythm
rub	rib
ries	rice
riek	rich
veul	rich
kwietraake	rid
aafsjtand doon	rid
rieje	ride
belachelik	ridiculous
rechts	right
sjus	right
noe	right now
op dit moment	right now
vàs	rigid
sirkel	ring
rink	ring
aafwèshe	rinse
rèl	riot
sjeure	rip
riep	ripe
verhuuweging	rise
risiko	risk
risiko laupe	risk
rivaal	rival
rievier	river
wêg	road
roeëstere	roast
robuus	robust
sjtein	rock
hengel	rod
ròl	role
ròl	roll
daak	roof
kamer	room
plaats	room
wortel	root
touw	rope
rot	rotten
roe	rough
roewèg	roughly
rond	round
roete	route
roetien	routine
riej	row
vrieve	rub
rubber	rubber
rommel	rubbish
groof	rude
tapiet	rug
verruuwieneere	ruin
reigels	rule
lienéaal	ruler
reigels	rules
rènne	run
rennentêre	running
renne	running
plattelands	rural
hoas	rush
ontsjloon	sack
túút	sack
heilig	sacred
opoffere	sacrifice
veilig	safe
gooi vluch	safe flight
veiligheid	safety
versjtèndige	sage
wieze	sage
zag	said
zeil	sail
zeile	sailing
rêje	sake
salaris	salary
verkoup	sale
zalm	salmon
zaut	salt
hetzelfde	same
Hie auch	Same here
veurbeeld	sample
zand	sand
sjoere	sand
Sanskriet	Sanskrit
sarkasties	sarcastic
onbesjaamp	sassy
zoot	sat
tevreijenheid	satisfaction
tevreije	satisfied
bevrêjige	satisfy
bevrêjigend	satisfying
Zoaterdig	Saturday
woorsj	sausage
wild	savage
opsjloon	save
besjpare	save
zoog	saw
zigge	say
sjoal	scale
bedroch	scam
litteike	scar
sjaars	scarce
bienoa neet	scarce
bang	scared
sjaal	scarf
èng	scary
versjpreid	scattered
sên	scene
landsjap	scenery
geur	scent
kàlènder	schedule
sjoal	school
onderwieze	school
weetensjap	science
wetensjapper	scientist
wetensjappers	scientists
sjieër	scissors
sjèlle	scold
omvank	scope
skoore	score
droethole	scrap
sjtukske	scrap
krats	scratch
kratse	scratch
sjrieëve	scream
sjerm	screen
sjroef	screw
skrip	script
gesjreve stuk	script
zieë	sea
verzegeling	seal
zeuke	search
sezoen	season
sjtool	seat
twieëde	second
geheim	secret
deil	section
veilig	secure
beveiliging	security
zeen	see
hoïe	see you
zeen dich	see you
tot sjtraks	see you later
zeen dich sjnel	see you soon
tot murrige	see you tomorrow
zoad	seed
zeuke	seek
liek	seem
noad	seem
lieke	seems
gezeen	seen
griepe	seize
besjlaag	seizure
toeval	seizure
zelde	seldom
selectere	select
zèlf	self
zelfgenezing	self healing
egoïsties	selfish
verkoupe	sell
sjture	send
sjtuur mich dien foto	send me your picture
seenior	senior
mirrike	sense
aanveule	sense
geveulig	sensible
geveulig	sensitive
gesjtuurd	sent
zin	sentence
veroerdeiling	sentence
zinne	sentences
apaart	separate
Sépédie	Sepedi
september	september
volgorde	sequence
reeks	series
serieus	serious
serieus	seriously
serveere	serve
deens	service
onderhoute	service
sessie	session
sjtille	set
zitte	set
opzitte	set up
insjtilling	setting
umgeeving	setting
neersjloon	settle
euvereinkomme	settle
zeve	seven
zeventieën	seventeen
zeventig	seventy
versheiene	several
ernstig	severe
neie	sew
sjieëm	shade
shaduw	shadow
sjudde	shake
zal	shall
ondeep	shallow
sjaamte	shame
vurm	shape
deile	share
sjerp	sharp
zie	she
zie het	she has
zie is	she is
werrepe	shed
sjöap	sheep
blaad	sheet
plank	shelf
sjèlp	shell
besjutting	shelter
onderkomme	shelter
besjerming	shield
sjild	shield
verangere	shift
deens	shift
sjien	shine
versjeepe	ship
sjeep	ship
versjture	ship
versjeepe	shipping
versjture	shipping
humme	shirt
sjeun	shoes
sjeete	shoot
winkel	shop
winkele	shopping
kus	shore
kort	short
tekort	shortage
sjoot	shot
sjete	shot
zouw	should
sjouwer	shoulder
sjrieëf	shout
sjow	show
loat mich zeen	show me
doesj	shower
garnaal	shrimp
krumpe	shrink
toedoon	shut
toe	shut
moel toe	shut up
verlège	shy
broor en zuster	sibling
breur en zuster	siblings
krank	sick
kant	side
zug	sigh
zich	sight
bezeenswaardigheid	sightseeing
onderteikene	sign
handteikening	signature
aanzienlik	significant
sjtilte	silence
sjtil	silent
zie	silk
sjtom	silly
zilver	silver
vergeliekbare	similar
sump	simp
sumpel	simple
geliektiejig	simultaneously
sins	since
oprèg	sincere
oprèg	sincerely
hoeëgachtend	sincerely
zinge	sing
zanger	singer
eine	single
singel	single
zinke	sink
Menieër	Sir
zuster	sister
sjoeënzuster	sister in law
zitte	sit
plaats	site
situasie	situation
zus	six
zestieën	sixteen
sestig	sixty
groeëte	size
talènt	skill
tàllènte	skills
vaardighede	skills
huid	skin
maager	skinny
euversjloon	skip
rok	skirt
lòg	sky
sjlaaf	slave
sjloap	sleep
sjloape	sleeping
sjloaperig	sleepy
moe	sleeve
sjnieje	slice
sjuuvele	slide
einigzins	slightly
sjmaal	slim
gesjlip	slip
hilling	slope
sjleuf	slot
troag	slow
troag	slowly
klein	small
fien	small
sjlum	smart
reuk	smell
ruuke	smell
lache	smile
lach	smile
rauk	smoke
glad	smooth
snèk	snack
snèkke	snack
sjlèk	snail
sjlang	snake
breke	snap
sjnieë	snow
dus	so
zoë leuk	so cute
tot zoeë wiet	so far
opsoeke	soak
zeip	soap
nuchter	sober
voetbal	soccer
sosjaal	social
gemeinsjap	society
zukke	socks
zach	soft
sofwêr	software
drek	soil
boojem	soil
verkoch	sold
oetverkoch	sold out
soldoat	soldier
allein	sole
inkel	sole
vàs	solid
oplossing	solution
oplosse	solve
vershiejene	some
eemes	somebody
op einige meneer	somehow
eemes	someone
gèt	something
soms	sometimes
leed	song
binnekort	soon
gedétàjeerd	sophisticated
verfiend	sophisticated
Sooraanie	Sorani
pien	sore
kêlpien	sore throat
zurrig	sorrow
Het schpiet mich	Sorry
sorteere	sort
gezòch	sought
ziejel	soul
zielsverwant	soulmate
geluid	sound
huure	sound
soep	soup
zoer	sour
bron	source
zuud	south
ruimte	space
plaats	space
sjpam	spam
besjtrieke	span
Sjpaans	Spanish
oetsjpare	spare
reserf	spare
sjpreke	speak
biezonder	special
soorte	species
spesifiek	specific
sjpèktaakulêr	spectacular
sjpietsj	speech
sjprakeloos	speechless
sjnelheid	speed
sjpelle	spell
vlook	spell
sjpendere	spend
gesjpendeerd	spent
kruidig	spicy
piek	spike
dreije	spin
sjpinazie	spinach
zieël	spirit
geis	spirit
sjpuuge	spit
fantastisch	splendid
verdeile	split
sjpliete	split
versjpille	spoil
verwind	spoiled
versjpild	spoiled
sjpontaan	spontaneous
leepel	spoon
sjpot	spot
plaats	spot
echgenoot	spouse
spreije	spread
lente	spring
plein	square
duuje	squeeze
vringe	squeeze
inkvush	squid
eekhoorn	squirrel
st	st
sjteke	stab
sjtabiel	stable
sjtapel	stack
personeel	staff
punt	stage
nivoo	stage
vlèk	stain
trappe	stairs
inzat	stake
sjtalke	stalk
vasloupe	stall
kroam	stall
sjtempel	stamp
sjtempele	stamp
sjtoon	stand
sjtand	stand
sjtandaard	standard
sjtèr	star
sjtart	start
beginne	start
gesjtart	started
hongerig	starving
sjtoat	state
verkloaring	statement
sjtasie	station
sjtandbeeld	statue
sjtatus	status
blieve	stay
houd dich good	stay safe
vàs	steady
biefsjtuk	steak
sjtele	steal
sjtaum	steam
sjtoal	steel
sjtiel	steep
sjtèngel	stem
sjtap	step
vasplekke	stick
vashoute	stick
sjtief	stiff
nog altied	still
stil	still
sjteek	sting
sjtekelig	stingy
reure	stir
veurroad	stock
gesjtole	stolen
verdrage	stomach
maag	stomach
sjtein	stone
sjting	stood
sjtool	stool
sjtop	stop
opsjlaag	storage
opsjloon	store
winkel	store
sjturm	storm
verhoal	story
ove	stove
rech	straight
duudelik	straightforward
gemeekelik	straightforward
las	strain
druk	strain
vrèm	strange
vrême	stranger
sjtrategie	strategy
rietje	straw
aardbei	strawberry
sjtreep	streak
stroam	stream
sjtruime	stream
sjtroat	street
krach	strength
benoadrukke	stress
sjtress	stress
oetrekke	stretch
sjtrik	strict
treffe	strike
sjtake	strike
sjloon	strike
koord	string
sjtrip	strip
sjtrippe	strip
noasjtreve	strive
sjlaag	stroke
besjlaag	stroke
sjtèrk	strong
gesjlage	struck
sjtruktuur	structure
sjtrieje	struggle
worstele	struggling
koppig	stubborn
vas	stuck
sjtudent	student
sjtudie	study
sjtudere	studying
sjpulle	stuff
euverweldigend	stunning
sjtom	stupid
sjtiel	style
ongerwerp	subject
versjturing	submission
versjture	submit
sjtof	substance
vervange	substitute
subtiel	subtle
sjlaage	succeed
succès	success
suksesvol	successful
zowie	such
zowie	such as
zuuge	suck
opins	sudden
opins	suddenly
lieje	suffer
lieje	suffering
genog	sufficient
sokker	sugar
veursjtille	suggest
suggèstie	suggestion
pak	suit
gesjik	suitable
koffer	suitcase
som	sum
samenvatting	summary
zomer	summer
top	summit
zon	sun
zondig	sunday
zonnig	sunny
zonsondergank	sunset
zonnesjien	sunshine
suuper	super
beter	superior
euvertriffend	superior
opzichter	supervisor
oavendete	supper
aanbod	supply
ondersjteuning	support
verondersjtille	suppose
verondersjtild	supposed
zeker	sure
oppervlak	surface
opsjpringe	surge
sjierurgie	surgery
achternoam	surname
verrasse	surprise
verras	surprised
euvergaaf	surrender
omgeeving	surrounding
toezich	surveillance
onderzeuk	survey
enquête	survey
euverleve	survive
verdachte	suspect
opgesjort	suspended
verdach	suspicious
onderhoute	sustain
vashoute	sustain
duurzaamheid	sustainability
duurzaam	sustainable
buit	swag
gesjtoole good	swag
doorsjlikke	swallow
wissele	swap
vlooke	swear
sjwere	swear
sjzweit	sweat
trui	sweater
vêge	sweep
zeut	sweet
sjloap good	sweet dreams
zeutekauw	sweet tooth
leefste	sweetheart
opsjzwelle	swell
szjwelle	swelling
sjwumme	swim
sjwumme	swimming
dreije	swing
verangere	switch
sjakele	switch
gesjzwolle	swollen
sjwaard	sword
simbool	symbol
simpatie	sympathy
simtome	symptoms
siesteem	system
toafel	table
tèkkele	tackle
leebel	tag
sjtart	tail
numme	take
weghoale	take away
hout dich good	take care
vertrik	take off
genomme	taken
sjprêke	talk
sjproakzaam	talkative
hoewig	tall
kraan	tap
insjudde	tap
plekband	tape
doel	target
taak	task
opdrach geve	task
sjmaak	taste
sjmakelijk	tasty
liejerde	taught
tee	tea
lieëre	teach
liejeraar	teacher
ploog	team
tiem	team
sjeure	tear
troane	tears
ploage	tease
technologie	technology
tan	teeth
vertil	tell
vertil mich	tell me
humeur	temper
tempere	temper
températuur	temperature
tempel	temple
tiejelik	temporary
tieën	ten
tieëndoezend	ten thousand
huurder	tenant
neige	tend
neiging	tendency
mals	tender
aanbesjteding	tender
gesjpanne	tense
sjpanning	tension
tent	tent
veurzichtig	tentative
termien	term
veurwaarde	terms
vreselik	terrible
fantastisch	terrific
terrietorium	territory
tès	test
teks	text
dan	than
dank	thank
bedanke	thank
danke	thank you
Bedank veur euch geduld onderwieles dat ver de zending noakieke	Thank you for your patience while we investigate shipment
hiejel erg bedank	thank you so much
hieël erg bedànk	thank you very much
bedank	thanks
Bedank das se osse app gebruuks	Thanks for using our app
dat	that
dat is	that is
dat is good	that's good
de	the
deefsjtal	theft
hunne	their
zie	them
teema	theme
hunzelf	themselves
dan	then
teorie	theory
doa	there
der zin	there are
der is	there is
doarom	therefore
dees	these
zie	they
zie zin	they are
dik	thick
deef	thief
diej	thigh
dun	thin
dink	thing
dinger	things
dink	think
derde	third
deurshtig	thirsty
dertieën	thirteen
dertig	thirty
dees	this
dit is	this is
grondig	thorough
grondig	thoroughly
die	those
allich	though
gedachte	thought
dach	thought
bedachzaam	thoughtful
gedachte	thoughts
doezend	thousand
drödje	thread
bedreiging	threat
bedreige	threaten
drie	three
drèmpel	threshold
enthoesjas	thrilled
bleuje	thrive
good doon	thrive
kêl	throat
door	through
aldoor	throughout
goeweje	throw
doem	thumb
donder	thunder
Donderdig	Thursday
dus	thus
aafvinke	tick
teek	tick
getij	tide
netjes	tidy
binge	tie
tieger	tiger
krap	tight
Tiegrienja	Tigrinya
tied	time
verleege	timid
hiël klein	tiny
tip	tip
fooi geve	tip
tips	tips
meug	tire
meug	tired
weefsel	tissue
titel	title
noa	to
om te zin	to be
ruuwestere	toast
sjneej wik	toast
vandaag	today
kleuter	toddler
tieëne	toes
same	together
wéécéé	toilet
vertild	told
toleransie	tolerance
tolereere	tolerate
tomaat	tomato
murrige	tomorrow
tong	tongue
venoavend	tonight
auch	too
noam	took
gereidsjap	tool
gereidsjap	tools
tand	tooth
top	top
onderwerp	topic
versjeurd	torn
martele	torture
totaal	total
aanraaking	touch
sjtèrk	tough
toer	tour
richting	toward
noa	towards
handdook	towel
durp	town
giftig	toxic
sjpoor	trace
sjpoor	track
paad	track
vollige	track
handele	trade
handel	trade
tradiesie	tradition
tradiesjoneel	traditional
verkieër	traffic
sjpoor	trail
paad	trail
trein	train
trêning	training
eigesjap	trait
eigensjappe	traits
doorzitte	transfer
euverzitte	transfer
euvergank	transition
vertaal	translate
vertale	translate
doorzichtig	transparent
transportere	transport
transportere	transportation
vàl	trap
voelnis	trash
trauma	trauma
reize	travel
trêj	tray
sjat	treasure
behandele	treat
behandeling	treatment
baum	tree
énorm	tremendous
trent	trend
zitting	trial
poging	trial
proof	trial
truuk	trick
geprobeerd	tried
oetlokke	trigger
oprope	trigger
bieknippe	trim
reiske	trip
probleme	trouble
brook	trousers
vrachwage	truck
woar	TRUE
kofferbak	trunk
vertroewe	trust
woarheid	truth
probere	try
Tsonga	Tsonga
buus	tube
Dinsdig	Tuesday
ljiergeld	tuition
kalkoen	turkey
turkije	turkey
koerkoema	turmeric
dreije	turn
sjildpad	turtle
lieërmeister	tutor
onderwieze	tutor
twelf	twelve
twintig	twenty
einentwintig	twenty-one
Twie	Twi
twieë kier	twice
omsjakeling	twist
twieë	two
tiepe	type
soort	type
tiepies	typical
liejelik	ugly
ultieme	ultimate
paraaplu	umbrella
neet in sjtoat	unable
onmeugelik	unable
nonk	uncle
neet bie bewuszin	unconscious
onder	under
dronder	underneath
ondergewaardeerd	underrated
begriepe	understand
begrepe	understood
helaas	unfortunately
geliek	uniform
uniek	unique
einheid	unit
universiteit	university
onbekind	unknown
tenzij	unless
tot	until
ongebruukelik	unusual
op	up
is aan dich	up to you
update	update
biewirke	update
opwaardering	upgrade
opwaardere	upgrade
op	upon
koad	upset
sjtedelik	urban
aandringe	urge
sjpoed	urgent
os	us
gebroeke	use
gebroek	used
nuttig	useful
nutteloos	useless
gewoone	usual
geweunlijk	usually
behulpzaamheid	utility
vakansie	vacation
vaksienasie	vaccination
vaksienere	vaccine
vaacuüm	vacuum
vaag	vague
geldig	valid
dàl	valley
waardevòl	valuable
wêrt	value
versheienheit	variety
vershillende	various
variëre	vary
vaas	vase
oetgesjtrek	vast
greunte	vegetable
greuntes	vegetables
voortuug	vehicle
verkauper	vendor
gif	venom
avontuur	venture
ondernumming	venture
plaats	venue
verifiëre	verify
veulzijdig	versatile
versie	version
vertikaal	vertical
erg	very
hieël good	very good
sjeep	vessel
via	via
sfeer	vibe
sfeer	vibes
verdorve	vicious
sjlachoffer	victim
viedeo	video
oetzich	view
meining	view
bekieke	view
durp	village
deef	villain
azien	vinegar
vàn weleer	vintage
gewèld	violence
geweldadig	violent
versjpreid	viral
maag	virgin
virtueel	virtual
deug	virtue
goodheid	virtue
viesie	vision
bezeuk	visit
bezeuke	visit
viezueele	visual
vitaal	vital
levendig	vivid
vookabulêr	vocabulary
sjtum	voice
lêgte	void
voluume	volume
vriewilliger	volunteer
sjpie	vomit
kwetsbaar	vulnerable
lwan	wage
lwan	wages
middel	waist
wach	wait
ober	waiter
wàchte	waiting
wakker	wake
wakker were	wake up
loupe	walk
loupe	walking
moer	wall
beursh	wallet
ronddwale	wander
wandele	wander
wille	wanna
wil	want
wool	wanted
gewild	wanted
oorlog	war
kleijerkas	wardrobe
magazien	warehouse
werrem	warm
waarsjuwe	warn
waarsjuwing	warning
krieger	warrior
woar	was
wesh	wash
aafval	waste
kieke	watch
water	water
watermeloen	watermelon
golf	wave
weeg	way
meneer	way
veer	we
veer zeen	we are
veer kinne	we can
zsjwaak	weak
sjwaakte	weakness
riekdom	wealth
rieke	wealthy
drage	wear
shlietaasj	wear
draage	wearing
versjliete	wearing
wèr	weather
broelof	wedding
Woonsdig	Wednesday
onkroed	weed
wêk	week
wiekènd	weekend
gewich	weight
gek	weird
welkom	welcome
weldoad	welfare
Nou	Well
good gedoon	well done
gegoon	went
woare	were
wès	west
naat	wet
walvush	whale
wat	what
wat dich	what about you
wat bisse aan het doon	what are you doing
wat bis se noe aan het doon	what are you doing now
wat bis se noe aan het doon	what are you doing right now
wat deis dich	what do you do
wat deis dich es beroep	what do you do for a living
wat bedoel se	what do you mean
wat wil se	what do you want
wat is der gebeurd	what happened
wat is	what is
wat is dit	what is this
wat is dien beroep	what is your job
wie hits dich	what is your name
alles good	what's up
wie hits dich	what's your name
wat dan auch	whatever
koore	wheat
wiel	wheel
wenniëh	when
wiennië dan auch	whenever
wo	where
wò bis se	where are you
wo kumse vandaan	where are you from
wo bis dich noe	where are you now
wo woon se	where do you live
wo is	where is
terwiel	whereas
of	whether
welleke	which
terwiel	while
onderwieles	while
fluustere	whisper
fluit	whistle
wit	white
wae	who
wêh bis dich	who are you
wêh is	who is
weh is dit	who is this
gans	whole
van weh	whom
van weh	whose
worom	why
worom neet	why not
verdreijd	wicked
wied	wide
weduwe	widow
breite	width
vrouw	wife
wild	wild
testament	will
wil	will
wille	willing
winne	win
wind	wind
vinster	window
weierig	windy
wieën	wine
winter	winter
wegvage	wipe
vêge	wipe
droad	wire
wiesheid	wisdom
wieës	wise
wunsh	wish
wunsh euch allenei het biste	wish you all the best
hèks	witch
mit	with
teruuktrikke	withdraw
teruuktrikke	withdrawal
derbinne	within
zonger	without
getuuge	witness
geistig	witty
wollef	wolf
vrouw	woman
vrouwluuj	women
gewonne	won
zal neet	won't
aafvroage	wonder
wonder	wonder
gewèldig	wonderful
hout	wood
wòl	wool
woord	word
weurt	words
wirreke	work
oetwirke	work out
trêne	work out
wirrike	working
wêreld	world
wurm	worm
verweerd	worn
bezurg	worried
zurg	worry
zurg make	worry
sjlechter	worse
veraafgooding	worship
slechste	worst
wêrde	worth
weert zin	worth it
verdeenstelik	worthy
zouw	would
wond	wound
Wòw	Wow
omwikkele	wrap
hieël koad	wrath
pols	wrist
sjrieve	write
Hie sjrieve	Write here
sjrieve	writing
gesjreve	written
verkierd	wrong
gesjreve	wrote
gaard	yard
gaap	yawn
gape	yawn
Joa	Yeah
joar	year
joare	years
gis	yeast
sjrieëve	yell
geel	yellow
Joa	Yes
joa sjat	yes baby
joa leefste	yes dear
joa leefste	yes honey
joa mien leefste	yes my love
joa natuurlijk	yes of course
gistere	yesterday
nog	yet
opbrings	yield
doe	you
dich	you
dich bis	you are
dich bis sjoeën	you are beautiful
dich bis zoeë sjoeën	you are so beautiful
gèr gedoon	you are welcome
doe kins	you can
Wit se	You know
dich auch	you too
gêr gedoon	you're welcome
jonk	young
diene	your
gèr gedoon	your welcome
dichzelf	yourself
jeugdig	youth
gêr gedoon	you’re welcome
lekker	yummy
gein	zero
nul	zero
