a little	شوية
pull	سحب
pull	جبد
pumpkin	قرع
punctual	منضبط
pupil	بؤبؤ العين
purchase	شرا
purchase	مشترى
pure	نقي
purple	بنفسجي
purpose	غاية
purpose	هدف
purse	محفظة
purse	ساك
pursue	تبّع
pursue	تحرّى
pursuit	مطاردة
pursuit	سعي
push	دفع
put	حطّ
qualification	مؤهل
quality	جودة
quantity	كمية
quarantine	حجر صحي
quarrel	دابيزة
quarter	ربع
Quechua	لغة كيتشوا
queen	ملكة
queer	مثلي
query	استفسار
question	سؤال
queue	فيلة
queue	قائمة الانتظار
quick	خفيف
quickly	دغيا
quiet	هادئ
quilt	لحاف
quit	خلّا
quit	استقل
quit	خرج
quite	بزاف
quiz	اختبار
quotation	اقتباس
quote	اقتباس
quotes	اقتباسات
rabbit	أرنب
race	عرق
rage	عصب
rain	شتاء
raise	علّا
raise	هزّ
raised	معلّي
raised	علّى
ran	جرى
random	عشوائي
range	نطاق
rapid	خفيف
rapidly	بسرعة
rare	نادر
rarely	نادرًًا
rash	طفح جلدي
rat	فار
rate	معدل
rate	قيّم
rate	ثمن
rather	فعوض
ratio	نسبة
rational	عقلاني
raw	خضر
raw	خام
re	عاود
reach	وصل
reached	وصل
reaction	رد فعل
read	قرا
reading	قراية
ready	واجد
real	حقيقي
reality	واقع
realize	عرف
realize	فهم
realized	أدرك
really	بصاح
really	بزاف
rear	ديال لور
reason	سبب
reasonable	منطقي
reasonable	معقول
recall	استدعاء
recall	تفكّر
receipt	إيصال
receive	تلقّى
received	تلقّى
received	استلم
recent	مؤخرًا
recently	مؤخراً
reception	ريسيبسيون
recipe	وصفة
reckless	متهور
recognition	تقدير
recognize	تعرّف على
recommend	وصّى
recommended	تيتوصى بيه
record	رقم قياسي
record	سِجِلّ
recover	برا
recovery	تعافي
rectangle	مستطيل
red	حمر
redeem	استبدل
redemption	استرداد
reduce	طيح
reduce	نقص
redundant	معاوج
redundant	زايد
refer	شار إلى
reference	مرجع
reflect	عكس
reflection	انعكاس
refrain	امتنع
refrigerator	تلاجة
refund	استرداد
refuse	رفض
refused	رفض
regard	اعتبر
regarding	بخصوص
regardless	بالرغم من
regards	تحياتي
region	منطقة
register	سجّل
regret	ندم
regular	عادي
regularly	بانتظام
reject	رفض
relate	ربط
related	عندو صلة
relationship	علاقة
relative	نسبي
relatives	أقارب
relax	رتاح
relax	استرخاء
release	حرر
release	طلق
released	صْدر
released	تطلق سراحو
relevant	عندو صلة
relevant	مناسب
reliable	موثوق
reliable	تعول عليه
relief	راحة
relieve	تخفيف
relieved	مرتاح
religion	ديانة
religious	متدين
reluctant	تردد
rely	اعتمد
remain	باقي
remaining	باقي
remarkable	متميز
remedy	علاج
remember	تفكّر
remind	فكّر
reminder	تذكير
remote	نائية
remote	عن بُعد
remove	حيّد
remove	زوّل
render	حوّّل
rent	كرا
repair	إصلاح
repair	صلح
repeat	يكرر
replace	استبدال
reply	رد
reply	جاوب
report	تقرير
report	إبلاغ
represent	مثّل
reputation	سمعة
reputation	شهرة
request	طلَب
request	طلْب
require	طلب
required	مطلوب
rescue	نقذ
research	بحث
resemble	شبه
resentment	استياء
reservation	حجز
reserve	حجز
resident	مواطن
resident	مقيم
resign	استقل
resilience	مرونة
resilience	صمود
resilient	مرن
resilient	صامد
resist	قاوم
resistance	مقاومة
resolution	دقّة
resolution	قرار
resolve	حلّ
resort	منتجع
resources	موارد
respect	حترم
respond	جاوب
response	جواب
responsibility	مسؤولية
responsible	مسؤول
rest	راحة
rest	رتاج
rest in peace	الله يرحمك
restaurant	مطعم
restore	إعادة تخزين
restrict	قيّد
result	نتيجة
results	نتائج
resume	سيرة ذاتية
resume	سي في
retail	بيع بالتجزئة
retain	احتفظ
retention	حفظ
retired	متقاعد
retreat	تراجع
retrieve	استرجع
return	رجع
return	رجوع
reveal	كشف
revealed	كشف
revenge	انتقام
revenue	ربح
revenue	دخل
reverse	عكس
review	مراجعة
review	راجع
revise	راجع
revision	مراجعة
revolution	ثورة
reward	جائزة
rhythm	ريتم
rib	ضلع
rice	روز
rich	غني
rid	يتخلص
ride	دورة
ride	ركب
ridiculous	سخيف
right	بصاح
right	ليمن
right now	دبا
rigid	قاصح
ring	خاتم
rinse	شلل
riot	شغب
rip	قطّع
ripe	ناضج
rise	طلع
rise	زاد
risk	خطر
rival	منافسة
river	واد
road	طريق
roast	حمّص
roast	شوى
robust	قوي
rock	حجر
rock	دحرج
rod	عصا
role	دور
roll	لوي
roll	دحرج
roof	سطح
room	شامبر
room	غرفة
root	أصل
root	جذر
rope	حبل
rotten	فاسد
rough	قاسي
rough	صعيب
roughly	تقريبا
round	دورة
round	مدور
route	طريق
routine	روتين
row	صف
rub	فرك
rubber	ممحاة
rubber	الغوما
rubbish	قمامة
rude	وقح
rug	زربية
ruin	روينة
ruin	روّن
rule	قاعدة
rule	حكم
ruler	مسطرة
ruler	حاكم
rules	قواعد
run	جرى
running	خدّام
running	كيجري
rural	ريفي
rush	شلط
sack	كيس
sacred	مقدس
sacrifice	تضحية
safe	آمن
safe flight	رحلة آمنة
safety	سلامة
sage	حكيم
said	قال
sail	إبحار
sail	شراع
sailing	إبحار
sake	مصلحة
salary	سالير
sale	تخفيض
salmon	السلمون
salt	ملح
same	نفس
Same here	نفس الشي
sample	نموذج
sand	رمل
Sanskrit	لغة سنسكريتي
sarcastic	تهكمي
sassy	وقح
sat	جلس
satisfaction	ارتياح
satisfaction	رضا
satisfied	راضي
satisfy	تلبية
satisfying	مرضي
Saturday	السبت
sausage	سوسيس
savage	همجي
save	نقذ
save	سجّل
saw	منشار
saw	شاف
say	قال
scale	مقياس
scale	سلم
scam	خدعة
scar	ندبة
scarce	شحيح
scared	خايف
scarf	سبنية
scary	كيخلع
scary	كيخوف
scattered	منتشر
scene	مشهد
scenery	منظر خلاب
scent	ريحة
schedule	جدول
schedule	دير موعد
school	مدرسة
science	علوم
scientist	عالم
scientists	علماء
scissors	مقص
scold	وبخ
scope	نطاق
score	ماركا
score	درجة
score	نتيجة
scrap	خردة
scratch	خدمة
scream	غوتة
screen	شاشة
screw	مسمار
script	نص
sea	بحر
seal	ختم
seal	كاشي
search	قلّب
search	فتّش
season	تبّل
season	فصل
season	موسم
seat	كرسي
second	تاني
secret	سر
section	قسم
secure	آمن
secure	ضمن
security	أمن
see	بانليه
see	شاف
see you	نشوفك
see you later	نتلاقاو قرريب
see you soon	خلينا نشوفوك
see you tomorrow	نتشاوفو غدا
seed	زريعة
seek	حاول
seek	طلب
seem	تيبان
seems	تيبان
seen	شاف
seize	انتهز
seizure	استيلاء
seizure	اعتقال
seldom	نادرًا ما
select	اختار
self	نفس
self healing	شفاء ذاتي
selfish	أناني
sell	بيع
send	صرّد
send	صيفط
send me your picture	صردلي تصويرتك
senior	قديم
sense	حاس
sensible	منطقي
sensible	حساس
sensitive	حساس
sent	صرّد
sentence	عقوبة
sentence	جملة
sentences	جمل
separate	فرّق
separate	منفصل
Sepedi	لغة سيبيدي
september	شتنبر
sequence	تسلسل
series	سيريا
series	سلسلة
serious	خطير
serious	جدّي
seriously	بصح
serve	خدم
service	خدمة
session	جلسة
set	مجموعة
set	عيّن
set up	نشأ
setting	وضع
setting	تحديد
settle	استقر
seven	سبعة
seventeen	سبعطاش
seventy	سبعين
several	بزاف ديال
severe	قاصح
severe	خطير
sew	خيط
shade	ظل
shadow	ظل
shake	مصافحة
shall	خاص
shallow	سطحي
shame	عار
shape	شكل
share	بارطاجا
share	شارك
sharp	ماضي
she	هي
she has	عندها
she is	هي
shed	سلّط
shed	كوخ
sheep	خروف
sheet	صفحة
sheet	غطا
sheet	ورقة
shelf	مرفع
shell	صَدَفة
shell	قشرة
shelter	ملجأ
shield	درع
shift	تغيير
shift	نوبة
shine	لمع
shine	تألق
ship	شحن
ship	سفينة
shipping	شحن
shipping	ملاحة
shirt	تي شيرت
shoes	سباط
shoot	خلا
shoot	صوّر
shop	تسوق
shop	متجر
shopping	تسوق
shore	التشالي
short	قصير
shortage	نقص
shot	طلقة
shot	تصويرة
should	خاص
shoulder	كتف
shout	غوت
show	عرض
show	ورّا
show me	وريني
shower	دشة
shrimp	جمبري
shrink	تكّمش
shut	سد
shut up	سكت
shy	حشمان
sibling	أخت
sibling	أخ
siblings	خوت
sick	مريض
side	جانب
sigh	تنهد
sight	شوفة
sightseeing	المعالم ديال المدينة
sign	سني
sign	علامة
signature	امضاء
significant	كبير
significant	مهم
silence	سكات
silent	ساكت
silk	حرير
silly	سادج
silly	مبلوز
silver	فضي
similar	متشابه
simp	فاشل
simple	بسيط
simultaneously	فنفس الوقت
since	بما أن
since	من
sincere	مخلص
sincerely	بصدق
sing	غنى
singer	مغني
single	أعزب
single	واحد
sink	حوض
sink	لافابو
Sir	سيد
sister	أخت
sister in law	أخت ماشي شقيقة
sit	جلس
site	موقع
situation	حالة
situation	موقف
six	ستة
sixteen	سطّاش
sixty	ستين
size	حجم
skill	مهارة
skills	مهارات
skin	جلد
skinny	رقيق
skip	فوت
skirt	روب
skirt	فالدا
sky	سما
slave	عبد
sleep	نعس
sleeping	ناعس
sleepy	فيه النعاس
sleeve	كُم
slice	مورصو
slice	قطعة
slide	طاح
slide	زلق
slightly	خفيف
slim	رقيق
slip	زلق
slope	ميل
slot	فتحة
slot	قمار
slow	ثقيل
slowly	بشوية
small	صغير
smart	ذكي
smell	ريحة
smile	تبسم
smoke	دخان
smooth	رطب
smooth	سلس
snack	سناك
snail	حلزون
snake	حيّة
snap	مفاجئ
snap	التقط
snow	ثلج
so	عليها
so	إذا
so cute	حلو بزاف
so far	حتال دبا
soak	فزّك
soap	صابون
sober	مسكرانش
sober	فايق
soccer	كورة
social	اجتماعي
society	مجتمع
socks	تقاشر
soft	رطب
software	برنامج
soil	تراب
sold	باع
sold out	تباع كلو
soldier	جندي
sole	وحيد
solid	قاصح
solid	ثابت
solution	محلول
solution	حل
solve	حل
some	بعض
somebody	شي حد
somehow	بشي طريقة
someone	شي حد
something	شي حاجة
sometimes	بعض المرات
song	أغنية
soon	قريب
sophisticated	متطور
sophisticated	راقي
Sorani	السورانية
sore	قرحة
sore	حريق
sore throat	حلق ملتهب
sorrow	حزن
sorrow	ندم
Sorry	سمحلي
sort	فرز
sort	نوع
sought	فتش
sought	سعى
soul	روح
soulmate	توأم روحي
sound	صوت
soup	شوربة
sour	حامض
source	مصدر
south	جنوب
space	مساحة
spam	سبام
span	فترة
Spanish	السبليونة
spare	قطعة غيار
spare	احتياط
speak	دوي
speak	دوا
special	متميز
species	فصائل
specific	محدد
spectacular	كيدهّش
speech	خطاب
speechless	عاجز يدوي
speed	سرعة
spell	تهجئة
spend	صرف
spent	دوّز
spent	صرف
spicy	حار
spike	ارتفاع
spike	مسمار
spin	دار
spin	دورة
spinach	سبانخ
spirit	روح
spit	بصق
splendid	مزيان
split	قسم
spoil	فسد
spoil	فشش
spoiled	مفشش
spoiled	خامج
spontaneous	عفوي
spontaneous	تلقائي
spoon	مغرفة
spot	بلاصة
spot	بقعة
spouse	زوج
spread	انتشر
spring	ربيع
square	مربع
squeeze	ضغط
squeeze	عصر
squid	كالامار
squirrel	سنجاب
st	شارع
stab	طعن
stab	غرز
stable	إسطبل
stable	مستقر
stack	كومة
staff	طاقم العمل
stage	مرحلة
stage	مسرح
stain	وصمة عار
stain	بقعة
stairs	دروج
stake	حصة
stalk	تطفّل
stall	مماطلة
stamp	ختم
stamp	طابع
stand	منصة
stand	وقف
stand	تحمل
standard	قياسي
star	نجمة
start	بدا
started	بدا
starving	كنموت بالجوع
state	حالة
state	ولاية
statement	تصريح
statement	بيان
station	محطة
statue	تمثال
status	حالة
stay	بقى
stay safe	بقى آمن
steady	ثابت
steak	ستيك
steal	سرق
steam	بخار
steel	فولاذ
steep	حاد
steep	منحدر
stem	نبع
stem	جذع
step	خطوة
step	درجة
stick	عكاز
stick	لصق
stiff	قوي
stiff	قاسي
still	ما زال
sting	لدغة
stingy	بخيل
stir	حرّك
stock	مخزون
stock	أسهم
stolen	مسروق
stomach	المعدة
stone	حجر
stood	وقف
stool	كرسي
stool	براز
stop	وقف
storage	خزانة
storage	تخزين
store	مخزن
store	محل
storm	عاصفة
story	قصة
stove	فران
straight	نيشان
straight	صريح
straight	مستقيم
straightforward	صريح
strain	سلالة
strange	غريب
stranger	غريب
strategy	استراتيجية
straw	قش
straw	مصاصة
strawberry	فريز
streak	سلسلة
stream	تيار
street	شارع
strength	قوة
stress	توتر
stress	إجهاد
stretch	مدد
strict	صارم
strike	ضرير
string	خيط
string	سلسلة
strip	شريط
strip	قطاع
strive	خدم بزاف
strive	سعى
stroke	سكتة دماغية
strong	قوي
struck	ضرب
structure	هيكل
struggle	عانى
struggling	معاناة
stubborn	راسو قاصح
stubborn	عنيد
stuck	حاصل
student	تلميذ
study	دراسة
study	قرا
studying	قراية
stuff	حوايج
stunning	واعر
stupid	غبي
stupid	مكلخ
style	نمط
subject	موضوع
submission	استسلام, تسليم
submit	قدّم
substance	مادة
substance	جوهر
substitute	بديل
subtle	خفي
succeed	نجح
success	نجاح
successful	ناجح
such	بحال
such as	بحال
suck	مص
suck	رضع
suck	خايب
sudden	مفاجئ
suddenly	فجأة
suffer	عانى
suffering	معاناة
sufficient	كافي
sugar	سكر
suggest	اقترح
suggestion	اقتراح
suit	واتى
suit	كومبلي
suitable	مناسب
suitcase	باليزة ديال السفر
sum	مجموع
summary	ملخص
summer	صيف
summit	قمة
sun	شمس
sunday	الحد
sunny	مشمش
sunset	شروق الشمس
sunshine	شروق الشمس
super	ممتاز
superior	متفوق
supervisor	مشرف
supper	غدا
supper	عشا
supply	إمداد
support	دعم
suppose	افترض
supposed	مفترض
sure	أكيد
surface	سطح
surge	زيادة
surge	طفرة
surgery	عملية جراحية
surname	الاسم العائلي
surname	الأصل
surprise	مفاجأة
surprised	مفاجئ
surrender	استسلم
surrender	تنازل
surrounding	مدور بـ
surveillance	مراقبة
survey	دراسة
survey	استطلاع
survive	نجا
suspect	مشتبه به
suspended	موقوف
suspended	معلّق
suspicious	مشبوه
sustain	حافظ على
sustain	دعم
sustainability	استدامة
sustainable	مستدام
swag	غنيمة
swallow	بلغ
swap	بدّل
swap	مقايضة
swear	سب
swear	حلف
sweat	عرق
sweater	خرسي
sweep	شطّب
sweep	مسح
sweet	حلو
sweet	حنين
sweet dreams	أحلام سعيدة
sweet tooth	تتعجبو الحلاوة
sweetheart	الحبيب ديالي
swell	نفخ
swelling	نفخ
swim	عوم
swimming	سباحة
swing	تأرجح
switch	مفتاح
switch	بدّل
swollen	منفخ
sword	سيف
symbol	رمز
sympathy	شفقة
sympathy	تعاطف
symptoms	أعراض
system	نظام
table	طبلة
tackle	معالجة
tag	علامة
tail	زنيطة
take	خذا
take away	خدا
take care	رد البال
take care	تهلا
take off	حيّد
taken	محجوز
taken	تخاد
talk	دوا
talkative	ثرثار
tall	طويل
tap	تكي
tap	بزبوز
tape	شريط
target	هدف
task	مهمة
taste	تذوق
tasty	لذيذ
taught	علّم
tea	أتاي
teach	قرّى
teach	علّم
teacher	أستاذ
teacher	معلم
team	فريق
tear	دمعة
tear	قطع
tears	دموع
tease	شقم
tease	سخّن
technology	تقنية
technology	تكنولوجيا
teeth	سنان
tell	قال
tell me	قوليا
temper	عصب
temper	مزاج
temperature	درجة حرارة
temple	معبد
temporary	مؤقت
ten	عشرة
ten thousand	عشرالاف
tenant	كاري
tend	مال
tendency	نزعة
tender	طري
tense	متوتر
tension	توتر
tension	إجهاد
tent	قيطون
tentative	مؤقت
tentative	أولي
term	شرط
term	مصطلح
terms	مصطلحات
terms	شروط
terrible	مكفّس
terrific	مخير
territory	منطقة
territory	أرض
test	اختبار
text	نص
text	ميساج
than	من
thank	شكر
thank you	شكرًًاً
Thank you for your patience while we investigate shipment	شكراً على الصبر ديالك بينما نتحققو من الشحنة
thank you so much	شكراً بزاف
thank you very much	شكرًا بزاف
thanks	شكرًًا
Thanks for using our app	شكرًا على الاستخدام ديالك للتطبيق ديالنا
that	لي
that is	هذا
that's good	هادشي مزيان
the	الـ
theft	سرقة
their	ديالهم
them	هوما
theme	موضوع
themselves	راسهم
then	موراها
then	من بعد
theory	نظرية
there	كاين
there	تماك
there are	كاين
there is	كاين
therefore	عليها
these	هادي
they	هوما
they are	هوما
thick	غليظ
thief	شفار
thigh	فخضة
thin	رقيق
thin	رهيف
thing	حاجة
things	حاجات
think	فكّر
third	تالت
thirsty	فيه العطش
thirteen	طلطاش
thirty	ثلاثين
this	هذا
this is	هذا
thorough	شامل
thorough	دقيق
thoroughly	بعناية
those	هادو
though	ولكن
though	وخا
thought	فكرة
thoughtful	مراعي
thoughtful	مدروس
thoughts	أفكار
thousand	ألف
thread	خيط
threat	تهديد
threat	هدد
threaten	هدد
three	تلاتة
threshold	عتبة
thrilled	فرحان بزاف
thrive	ازدهر
thrive	نجح
throat	حلق
through	فوسط
through	بـ
throughout	طول
throw	سيب
throw	رمى
thumb	إبهام
thunder	رعد
Thursday	الخميس
thus	وفالتالي
thus	ومن بعد
tick	دير علامة
tick	قراد
tide	موجة
tide	اتجاه
tidy	منظم
tidy	نقي
tie	غرباطة
tie	ربط
tiger	نمر
tight	مزيّر
tight	ضيق
Tigrinya	التغرينية
time	وقت
timid	حشومي
tiny	صغير
tip	نصيحة
tip	بقشيش
tips	نصائح
tire	رويدة
tire	عيا
tired	عيّان
tired	مهلوك
tissue	منديل
tissue	درة
title	عنوان
title	اسم
to	حتى
to	باش
to be	يكون
toast	خبز محمص
today	ليوما
toddler	ترابي
toddler	خلوق
toes	صباع الرجلين
together	مجموعين
toilet	طواليط
told	قال
tolerance	تسامح
tolerate	تسامح
tomato	ماطيشة
tomorrow	غدًا
tongue	لسان
tonight	هاد ليلة
too	حتى
too	بزاف
took	خدا
tool	أداة
tools	أدوات
tooth	ضرس
tooth	سن
top	فوق
top	قمة
topic	موضوع
torn	مقطع
torture	عذاب
total	مجموع
touch	حادى
tough	قوي
tough	قاصح
tough	صعيب
tour	جولة
tour	دورة
toward	لـ
towards	مع
towel	فوطة
town	مدينة
toxic	سام
trace	تعقّب
track	تبّع
track	مسار
trade	تبادل
trade	تجارة
tradition	تقليد
traditional	تقليدي
traffic	طرافيك
trail	أثر
trail	مسار
train	تدرب
train	تران
training	تدريب
trait	سمة
traits	سمات
transfer	يحول
transition	انتقال
translate	ترجم
transparent	شفاف
transport	تنقل
transportation	نقل
trap	مصيدة
trap	فخ
trash	قمامة
trauma	صدمة
travel	سافر
tray	صينية
treasure	كنز
treat	تعامل
treat	علاج
treat	كادو
treatment	علاج
tree	شجرة
tremendous	هائل
trend	اتجاه
trial	محاكمة
trick	لعيبة
trick	حيلة
tried	جرب
trigger	حفّز
trigger	ثار
trim	قطع
trip	رحلة
trouble	مشكلة
trouble	حصلة
trousers	سروال
truck	شاحنة
true	صحيح
trunk	كوفر
trunk	جذع
trust	ثقة
truth	حقيقة
try	جرّب
try	تجربة
Tsonga	لغة تسونجا
tube	أنبوب
Tuesday	التلات
tuition	تدريس
turkey	بيبي
turmeric	خرقوم
turn	دار
turn	رجع
turtle	سلحفاة
tutor	أستاذ خاص
twelve	طناش
twenty	عشرين
twenty-one	واحد وعشرين
Twi	لغة توي
twice	جوج مرات
twist	تلوّى
twist	تطوّر
two	جوج
type	نوع
typical	مثالي
ugly	خايب
ultimate	نهائي
umbrella	مظلّة
unable	مقادرش
uncle	عم
uncle	خال
unconscious	فاقد الوعي
under	قل من
under	تحت
underneath	تحت
underrated	تيستخفو بيه
understand	فهم
understood	فهم
unfortunately	مع الأسف
unfortunately	خسارة
uniform	بدلة
unique	فريد
unit	وحدة
university	جامعة
unknown	ممعروفش
unless	غير إذا
until	حتى
unusual	ماشي عادي
up	فوق
up	حتال
up to you	شوف نتا
update	تحديث
upgrade	تحديث
upon	منين
upon	على
upset	حزين
upset	مقلق
urban	حضري
urge	حثّ
urge	رغبة
urgent	طارئ
us	حنا
use	خدّم
used	مستعمل
useful	مفيد
useless	بلا فايدة
usual	اعتيادي
usual	عادي
usually	عادةً
usually	غالباً
utility	مرفق
vacation	إجازة
vaccination	تلقيح
vaccine	لقاح
vacuum	مكنسة كهربائية
vacuum	فراغ
vague	مبهم
valid	صالح
valley	وادي
valuable	قيّم
value	قيمة
variety	مجموعة
variety	بزاف
various	بزاف ديال
various	متنوع
vary	اختلف
vase	فاز
vast	واسع
vegetable	خضرة
vegetables	خضرة
vehicle	مركبة
vehicle	طوموبيل
vendor	مورّد
vendor	بياع
venom	سم
venture	مغامرة
venue	بلاصة
verify	تأكيد
versatile	متعدد الإستعمالات
version	إصدار
vertical	عمودي
very	بزاف
very good	مزيان بزاف
vessel	وعاء دموي
vessel	كسرولة
via	بـ
vibe	جو
vibe	شعور
vibes	مشاعر
vibes	أجواء
vicious	خبيث
victim	ضحية
video	فيديو
view	شوف
view	منظر
village	قرية
villain	وغد
vinegar	خل
vintage	عتيق
violence	عنف
violent	عنيف
viral	منتشر
virgin	عذراء
virtual	افتراضي
virtue	فضيلة
vision	رؤية
visit	زيارة
visit	زار
visual	بصري
vital	حيوي
vital	ضروري
vivid	حي
vocabulary	مفردات
voice	صوت
void	فراغ
volume	صوت
volume	حجم
volunteer	متطوع
vomit	تفيا
vulnerable	ضعيف
wage	أجر
wages	أجور
waist	خصر
waist	نصّ
wait	تسنا
waiter	جارسون
waiting	فالانتظار
wake	فايق
wake up	نوض
wake up	فيق
walk	مشا
walking	تمشى
wall	حيّط
wallet	محفظة
wander	تجول
wanna	بغا
want	بغا
want	خاصو
wanted	مطلوب
war	حرب
wardrobe	ماريو
warehouse	مستودع
warehouse	خزين
warm	دافي
warn	تحذير
warning	تحذير
warrior	محارب
was	كان
wash	غسل
waste	زبل
waste	فسد
waste	ضيع
watch	تفرج
watch	ساعة
water	لما
watermelon	دلاح
wave	موجة
wave	شيّر
way	طريقة
way	طريق
we	حنا
we are	حنا
we can	نقدرو
weak	ضعيف
weakness	ضعف
wealth	ثروة
wealthy	غني
wear	لبس
wear	قدام
wearing	لابس
weather	الطقس
weather	الجو
wedding	عرس
Wednesday	لرباع
weed	حشيش
week	سيمانة
weekend	سيمانة
weight	وزن
weird	غريب
welcome	أهلاً وسهلاً
welcome	مرحباً
welfare	رفاهية
Well	مزيان
Well	إيوا
well done	برافو
went	مشاعر
were	كان
west	الغرب
wet	فازك
whale	حوت
what	شنو
what about you	ونتا
what are you doing	آش كدّير
what are you doing now	آش كدّير دبا
what are you doing right now	آش تدير دبا
what do you do	آش كتدير
what do you do for a living	فاش خدام
what do you mean	شنو تتقصد
what do you want	شنو بغيتي
what happened	شنو وقع
what is	شنو هو
what is this	شنو هذا؟
what is your job	فاش خدام
what is your name	شنو سميتك
what's up	كي داير
what's your name	شنو سميتك
whatever	لي كان
wheat	قمح
wheel	رويدة
when	منين
when	فوقاش
whenever	وقتما
where	فين
where are you	فينك
where are you from	منين نتا
where are you now	فين راك دبا
where do you live	فين تتعيش؟
where is	فيم
whereas	فالوقت لي
whether	إما
which	لي
which	آشمن
while	ملي
whisper	همس
whistle	صفّر
white	بيض
who	شكون
who are you	شكون نتا
who is	شكون هو
who is this	شكون هذا
whole	كامل
whole	كلو
whom	لي
whose	لي
why	علاش
why not	علاش لا
wicked	شرير
wide	عريض
widow	أرملة
width	عرض
wife	زوجة
wild	بري
will	غادي
willing	مستعد
win	ربح
win	رباح
wind	ريح
window	شرجم
windy	ريح
wine	النبيذ
winter	شتاء
wipe	مسح
wire	سلك
wisdom	حكمة
wise	حكيم
wise	ذكي
wish	تمنى
wish	أمنية
wish you all the best	كنتمنى ليك كل ما هو احسن
witch	مشعوذة
witch	سحارة
with	مع
withdraw	سحب
withdrawal	انسحاب
withdrawal	سحب
within	فـ
within	فوسط
without	بلا
witness	شاهد
witty	بارع
witty	ظريف
wolf	ديب
woman	مرا
women	نسا
won	ربح
won	كسب
won't	مغاديش
wonder	عجب
wonder	تسائل
wonderful	واعر
wood	خشب
wool	صوف
word	كلمة
words	كلمات
work	خدم
work	خدمة
work out	تريني
work out	نجح
working	خدام
world	عالم
worm	دودة
worn	بالية
worried	مقلق
worry	قلق
worse	أسوأ
worship	عبد
worst	أسوء
worth	يستاهل
worth	تيسوى
worth it	يستحق
worthy	عندو قيمة
would	كان
wound	جرح
Wow	واو
Wow	وخا عليك
wrap	غلاف
wrath	عصب
wrist	معصم
write	كتب
Write here	كتب هنا
writing	كتابة
written	مكتوب
wrong	غلط
wrote	كتب
yard	ساحة
yard	جردة
yawn	تفوه
Yeah	آه
year	العام
years	سنين
yeast	خميرة
yell	غوت
yellow	صفر
Yes	آه
yes baby	آه احبيبة
yes dear	آه أحبيبا
yes honey	آه أحبيبا
yes my love	آه أحبيبا
yes of course	آه طبعا
yesterday	لبارح
yet	ما ازال
yet	ولكن
yield	محصول
you	نتا
you are	نتا
you are beautiful	نتي زوينة
you are so beautiful	نتي زوينة بزاف
you are welcome	العفو
you are welcome	لا شكراً على واحب
you are welcome	مرحبا
you can	تقدر
You know	انت عارف
you too	حتى نتا
you're welcome	لا شكراً على واجب
you're welcome	العفو
you're welcome	مرحبا
young	صغير
young	شاب
your	ديالك
your welcome	لا شكراً على واجب
your welcome	العفو
your welcome	مرحبا
yourself	راسك
youth	شباب
you’re welcome	لا شكراً على واجب
you’re welcome	العفو
you’re welcome	مرحبا
yummy	شهي
zero	زيرو
