un	a
kendrec'hiñ	persuade
siek	pervert
loen-ti	pet
lankad	phase
anadenn	phenomenon
prederouriezh	philosophy
pellgomz	phone
luc'hskeudenn	photo
frazenniñ	phrase
frazenn	phrase
korf	physical
pigell	pick
dastum	pick
tapout	pick
dastum	pick up
kemer	pick up
skeudenn	picture
tamm	piece
pezh	piece
pezhioù	pieces
pemoc'h	pig
pichon	pigeon
bern	pile
goubenner	pillow
loman	pilot
spilhenn	pin
ananazenn	pineapple
roz	pink
mengleuz	pit
puñs	pit
foz	pit
tachenn	pitch
kinnig	pitch
truez	pity
lec'h	place
lec'hiañ	place
plasoù	places
lec'hioù	places
bosenn	plague
plaen	plain
unvan	plain
da vat	plain
steuñv	plan
steuñviñ	plan
plavañ	plane
nijerez	plane
plant	plant
plantañ	plant
plant	plants
asied	plate
savenn	platform
pezh-c'hoari	play
seniñ	play
choari	play
o c'hoari	playing
plijus	pleasant
mar plij	please
plijet	pleased
plijadur	pleasure
gouestlañ	pledge
kalz	plenty
leun	plenty
irienn	plot
steuñvekaat	plot
tachen	plot
lugañ	plug
prunenn	plum
plomer	plumber
liester	plural
podskignañ	podcast
barzhoneg	poem
barzhoniezh	poetry
poent	point
ampoezoniñ	poison
ampoezon	poison
polis	police
reolennoù	policy
seven	polite
saotradur	pollution
poull	pond
poull	pool
strollad	pool
kakac'h	poop
paour	poor
pop	pop
tarzhañ	pop
brudet	popular
poblañs	population
kig-moc'h	pork
yod	porridge
moned	port
porzh	port
lec'hiadur	position
dalc'h	position
lec'hiañ	position
pozitivel	positive
piaouiñ	possess
perc'henniezh	possession
perc'hennus	possessive
posupl	possible
postañ	post
embann	post
pennad-skrid	post
ampellañ	postpone
aval-douar	potato
galloudusted	potential
lur	pound
paourentez	poverty
galloud	power
galloudus	powerful
pleustrek	practical
pleustriñ	practice
pleustradenn	practice
reiñ gourc'hemennoù	praise
meuleudi	praise
farsadenn	prank
pediñ	pray
prizius	precious
resis	precise
entr resis	precisely
diouganañ	predict
kavout gwell	prefer
diuz	preference
dougerez	pregnant
gaou	prejudice
savadurioù	premises
staliadurioù	premises
burevioù	premises
eus ar c'hentañ	premium
prientidigezh	preparation
prientiñ	prepare
prientet	prepared
araogenn	preposition
bezañs	presence
amzer-vremañ	present
kinnig	present
prof	present
kinnig	presentation
mirout	preserve
prezidant	president
gwask	press
moullerezh	press
kazetennerien	press
gwask	pressure
gwaskañ	pressure
reiñ da grediñ	pretend
koant	pretty
dizarbenn	prevent
kent	previous
preizh	prey
priz	price
lorc'h	pride
beleg	priest
kentañ	primary
kentañ	prime
pennañ	prime
dibar	prime
priñsez	princess
pennañ	principal
kent	prior
priorelezh	priority
toull-bac'h	prison
prevezded	privacy
soudard	private
prevez	private
personel	private
dreistwir	privilege
enor	privilege
priz	prize
moarvat	probably
kudenn	problem
argerzh	procedure
kenderc'hel	proceed
argerzh	process
treuzfurmiñ	process
produiñ	produce
produ	product
produadur	production
micher	profession
micherel	professional
profil	profile
gounid	profit
pouezus	profound
don	profound
bras	profound
mont war-raok	progress
araokadenn	progress
raktresañ	project
raktres	project
heverk	prominent
prometiñ	promise
kas war-raok	promote
brudañ	promote
araokadur	promotion
brudañ	promotion
prim	prompt
brudañ	prone
raganvioù	pronouns
distagadur	pronunciation
prouenn	proof
dereat	proper
reizh	proper
azas	proper
evel m'eo dleet	properly
perzhioù	properties
lojeiz	property
peadra	property
glad	property
kinnig	proposal
spi	prospect
perspektivenn	prospect
berzh	prosperity
en e aez	prosperous
gwareziñ	protect
fier	proud
prouiñ	prove
pourchas	provide
pourvezet	provided
proviñs	province
degasadenn	provision
pourvezadenn	provision
pourchas	provision
kaezouregezh	puberty
publik	public
tennañ	pull
sachañ	pull
dornell	pull
sitrouilhezenn	pumpkin
e-koulz	punctual
skoliad	pupil
prenañ	purchase
glan	pure
mouk	purple
abeg	purpose
pal	purpose
yalc'h	purse
kenderc'hel	pursue
klask	pursue
embreger	pursue
klask	pursuit
bountañ	push
bountadenn	push
lakaat	put
perzhadur	qualification
kalite	quality
kementad	quantity
dispell	quarantine
tabut	quarrel
tabutal	quarrel
karter	quarter
kard	quarter
trimiziad	quarter
kechuaeg	Quechua
rouanez	queen
iskis	queer
heñvelreviad	queer
goulenn	query
goulenn	question
lost	queue
lostenniñ	queue
lostennad	queue
buan	quick
fonnus	quickly
sioul	quiet
pluñveg-treid	quilt
kuitaat	quit
a-walc'h	quite
kwiz	quiz
goulennaoueg	quiz
prizadenn	quotation
rakpriz	quotation
krochedig	quotation
arroud	quote
arroudoù	quotes
konikl	rabbit
gouenn	race
kenstrivadeg	race
redadeg	race
kounnar	rage
glav	rain
ober glav	rain
sevel	raise
kreskiñ	raise
gwellaat	raise
savet	raised
redet	ran
dre zegouezh	random
dibab	range
skalfad	range
prim	rapid
buan	rapidly
rouez	rare
ral a wech	rarely
debron	rash
razh	rat
fonnder	rate
feur	rate
kentoc'h	rather
feur	ratio
poellek	rational
kriz	raw
zo	re
eo	re
tizhout	reach
tizhet	reached
ersav	reaction
lenn	read
o lenn	reading
prest	ready
gwir	real
gwirvoud	reality
merzout	realize
sevenet	realized
evit gwir	really
da vat	really
kein	rear
penn a-dreñv	rear
desevel	rear
abeg	reason
poellek	reasonable
degas da soñj	recall
kaout soñj	recall
notenn	receipt
degemer	receive
resevet	received
nevez	recent
nevez zo	recently
degemer	reception
rekipe	recipe
digaz	reckless
anaoudegezh	recognition
anavezout	recognize
erbediñ	recommend
erbedet	recommended
pladenn	record
enrollañ	record
adtapout	recover
sevel e gein	recover
pareañs	recovery
adsevel	recovery
skouergorneg	rectangle
ruz	red
dasprenañ	redeem
daspren	redemption
krennañ	reduce
diezhomm	redundant
ober dave da	refer
dave	reference
disvannañ	reflect
lakaat d'en em soñjal	reflect
diskouez	reflect
dasked	reflection
preder	reflection
moustrañ war	refrain
mirout ouzh	refrain
yenerez	refrigerator
resteurel	refund
nac'hañ	refuse
nac'het	refused
resped	regard
evit ar pezh a sell ouzh	regarding
lakaet er-maez	regardless
a galon	regards
rannvro	region
enrollañ	register
marilh	register
enrolladenn	register
keuziañ	regret
keuz	regret
reoliek	regular
ingal	regularly
disteurel	reject
lakaat e darempred	relate
liammet gant	related
kar gant	related
darempred	relationship
kar	relative
e liamm	relative
kerent	relatives
distegnañ	relax
embann	release
lezel da vont er-maez	release
dieubet	released
embannet	released
talvoudus	relevant
fizius	reliable
disamm	relief
disammañ	relieve
disammet	relieved
relijion	religion
relijiel	religious
a-c'hin	reluctant
kontañ war	rely
chom	remain
a chom	remaining
heverk	remarkable
diskoulmañ	remedy
reizhañ	remedy
louzoù	remedy
derc'hel soñj	remember
degas da soñj	remind
dalc'h-soñj	reminder
pell	remote
lemel kuit	remove
resteurel	render
lakaat da vezañ	render
feurmiñ	rent
kempenn	repair
adlavaret	repeat
erlec'hiañ	replace
respont	reply
kas keloù	report
dileuriañ	represent
brud	reputation
goulenn	request
goulenn groñs	require
rekis	required
saveteiñ	rescue
enklask	research
tostaat	resemble
tennañ da	resemble
droukrañs	resentment
miradenn	reservation
pourvezad	reserve
mirva	reserve
mirout	reserve
annezad	resident
reiñ e zilez	resign
dalc'husted	resilience
dalchus	resilient
reziliant	resilient
solut	resilient
rezistiñ	resist
rezistañs	resistance
mennad	resolution
diskoulmañ	resolve
kreizenn	resort
leti	resort
staliadur	resort
loazioù	resources
doujañ	respect
respont	respond
respont	response
atebegezh	responsibility
atebek	responsible
diskuizh	rest
ehan	rest
doue d'e bardono	rest in peace
preti	restaurant
assevel	restore
strishaat	restrict
disoc'h	result
disoc'hoù	results
diverrañ	resume
kregiñ en-dro	resume
a-vunut	retail
gwerzhañ a-vunut	retail
derc'hel	retain
dalc'had	retention
war e leve	retired
emdenn	retreat
en em dennañ	retreat
adpakañ	retrieve
distreiñ	return
diskuliañ	reveal
roet da c'houzout	revealed
diskuliet	revealed
digoll	revenge
korvoder	revenue
eilpennañ	reverse
arnodenn	review
adlenn	review
adwelet	review
adwelet	revise
adweladenn	revision
dispac'h	revolution
priziañ	reward
prof	reward
lusk	rhythm
kostenn	rib
riz	rice
pinvidik	rich
dizober	rid
ruilhal	ride
tro	ride
marc'hegañ	ride
lu	ridiculous
reizh	right
gwir	right
dehoù	right
bremañ diouzhtu	right now
reut	rigid
pellgomz	ring
kurunenn	ring
gwalenn	ring
riñsañ	rinse
emsavadeg	riot
diregiñ	rip
azv	ripe
sevel	rise
riskl	risk
risklañ	risk
kevezer	rival
ster	river
hent	road
rostañ	roast
solut	robust
roc'h	rock
hejañ	rock
rock	rock
bazh	rod
roll	role
ruilhal	roll
roll	roll
toenn	roof
kambr	room
plas	room
gwirizienn	root
kordenn	rope
brein	rotten
garv	rough
kriz	rough
dre-vras	roughly
korolladenn	round
ront	round
tro	round
hent	route
standur	routine
renk	row
linenn	row
frotañ	rub
gommenn	rubber
stevell	rubber
sotonioù	rubbish
lastez	rubbish
diseven	rude
rust	rude
moketenn	rug
pallenn	rug
distrujañ	ruin
dismantroù	ruin
reolenn	rule
mestr	ruler
reolennoù	rules
redek	run
redadenn	run
redek	running
a-ziwar ar maez	rural
redadeg	rush
drastañ	sack
sac'h	sack
sakr	sacred
aberzhiñ	sacrifice
aberzh	sacrifice
e surentez	safe
nijadenn diarvar	safe flight
surentez	safety
fur	sage
lavaret	said
merdeiñ	sail
gouel	sail
merdeiñ-dre-lien	sailing
silvidigezh	sake
mad	sake
gopr	salary
gwerzh	sale
gwerzhañ	sale
eog	salmon
holen	salt
heñvel	same
Heñvel amañ	Same here
standilhon	sample
traezh	sand
sanskriteg	Sanskrit
goapaus	sarcastic
dichek	sassy
a azeze	sat
plijadur	satisfaction
plijet	satisfied
plijout	satisfy
plijet	satisfy
bastus	satisfying
Sadorn	Saturday
silzig	sausage
gouez	savage
arboellañ	save
koufr-houarnet	save
saveteiñ	save
gwelet	saw
lavaret	say
skeul	scale
ment	scale
taol-c'hwib	scam
kleizhenn	scar
rouez	scarce
spontet	scared
skerb	scarf
ankenius	scary
strewet	scattered
leurenn	scene
ardremez	scenery
senario	scenery
c'hwezh	scent
deiziataer	schedule
implij-amzer	schedule
steuñvekaat	schedule
skol	school
skiant	science
skiantour	scientist
skiantourien	scientists
sizailhoù	scissors
gourdrouz	scold
ampled	scope
merkañ	score
houarnaj	scrap
diverkañ	scrap
dilezel	scrap
skrabadenn	scratch
skrabañ	scratch
yudadenn	scream
yudal	scream
skramm	screen
biñs	screw
biñsañ	screw
stardañ	screw
testenn	script
mor	sea
klozañ	seal
sailh	seal
reunig	seal
klask	search
koulz-amzer	season
azezenn	seat
azezañ	seat
eil	second
kevrin	secret
rann	section
sur	secure
surentez	security
gwiriañ	see
eskopti	see
gwelet	see
ken ar c'hentañ	see you
ken ar c'hentañ	see you later
d'ar c'hentañ gweled	see you soon
ken arc'hoazh	see you tomorrow
diwanañ	seed
had	seed
splus	seed
klask	seek
seblantout	seem
a heñvel	seems
bet gwelet	seen
sezisañ	seize
preizhadenn	seizure
ral a wech	seldom
diuzañ	select
an-unan	self
embareañ	self healing
emgar	selfish
gwerzhañ	sell
kas	send
kas din da skeudenn	send me your picture
den war an oad	senior
mod	sense
santout	sense
kizidik	sensible
kizidik	sensitive
kas	sent
kondaoniñ	sentence
frazenn	sentence
frazennoù	sentences
diforc'h	separate
dispartiañ	separate
sothoeg an Norzh	Sepedi
Gwengolo	september
prantad	sequence
stiradoù	series
grevus	serious
sirius	serious
evit gwir	seriously
servijout	serve
servij	service
dalc'h	session
rikoù	set
staliañ	set
termeniñ	set
kefluniañ	set up
staliañ	set up
reizhadur	setting
staliadur	setting
kefluniadur	setting
diskoulmañ	settle
renkañ	settle
seizh	seven
seitek	seventeen
dek ha tri-ugent	seventy
meur a hini	several
grevus	severe
sirius	severe
gwriat	sew
skeud	shade
skeud	shadow
hejañ	shake
a raio	shall
bas	shallow
mezh	shame
stumm	shape
rannañ	share
kevrann	share
treuzkas	share
lemm	sharp
hi	she
hi he deus	she has
hi zo	she is
skuilhañ	shed
bannañ	shed
skiber	shed
dañvad	sheep
liñsel	sheet
follenn	sheet
doubier	sheet
estajerenn	shelf
obuz	shell
bombezata	shell
krogenn	shell
reiñ bod	shelter
skoed	shield
gwareziñ	shield
cheñchamant	shift
gwintañ	shift
dilec'hiañ	shift
lugerniñ	shine
lestr	ship
o verdeiñ	shipping
roched	shirt
botoù	shoes
tennañ	shoot
filmañ	shoot
lazhañ	shoot
staliaoua	shop
stal	shop
ober prenadennoù	shop
staliaoua	shopping
aod	shore
film berr	short
bragoù-berr	short
berr	short
berrentez	shortage
tennañ	shot
tenn	shot
tenn fuzuilh	shot
dlefe	should
skoaz	shoulder
huchal	shout
abadenn	show
diskouez	show
diskouezit din	show me
barrad glav	shower
strinkerezh	shower
chevr	shrimp
krennañ	shrink
klozañ	shut
tav	shut up
lent	shy
breudeur ha c'hoarezed	sibling
breudeur ha c'hoarezed	siblings
klañv	sick
tu	side
huanadenn	sigh
gwel	sight
sell	sight
gweladenn	sightseeing
touristel	sightseeing
endro kaer	sightseeing
sinañ	sign
sin	sign
sinadur	signature
bras a-walc'h	significant
heverk	significant
didrouz	silence
mut	silent
seiz	silk
sot	silly
arc'hant	silver
heñvel	similar
eeun	simple
simpl	simple
war un dro	simultaneously
abaoe	since
onest	sincere
a wir galon	sincerely
kanañ	sing
kaner	singer
en e-unan	single
un	single
mont d'ar strad	sink
dar	sink
sankañ	sink
Aotrou	Sir
c'hoar	sister
c'hoar-gaer	sister in law
azezañ	sit
lec'hienn	site
plegenn	situation
c'hwec'h	six
c'hwezek	sixteen
tri-ugent	sixty
ment	size
barregezh	skill
barregezhioù	skills
kroc'hen	skin
treut-ki	skinny
lammat	skip
lezel a-gostez	skip
brozh	skirt
oabl	sky
sklav	slave
kousk	sleep
kousket	sleep
o kousket	sleeping
c'hoant kousket gantañ	sleepy
milgin	sleeve
jelkenn	slice
luc'hvann	slide
dousik	slightly
moan	slim
riklañ	slip
dinaou	slope
faout	slot
gorrek	slow
gorrek	slowly
bihan	small
poellek	smart
chwezh	smell
chwesha	smell
mousc'hoarzhin	smile
mousc'hoarzh	smile
moged	smoke
butunat	smoke
plaen	smooth
levn	smooth
dousaat	smooth
gortozenn	snack
digor-kalon	snack
merenn-vihan	snack
maligorn	snail
naer	snake
serr-lagad	snap
tek	snap
stlakal	snap
erc'h	snow
neuze	so
pegen moutik	so cute
betek-henn	so far
sankañ	soak
lakaat en dour	soak
soavon	soap
sirius	sober
divezvet	sober
divanne	sober
mell-droad	soccer
sokial	social
kevredigezh	society
loeroù	socks
blot	soft
kuñv	soft
meziant	software
douar	soil
gwerzhet	sold
peurwerzhet	sold out
soudard	soldier
nemetañ	sole
solut	solid
diskoulm	solution
diskoulmañ	solve
un nebeud	some
un tamm	some
unan bennak	somebody
mod-pe-vod	somehow
unan bennak	someone
un dra bennak	something
a-wechoù	sometimes
kanaouenn	song
a-raok pell	soon
cheuc'h	sophisticated
kurdeg kreiz	Sorani
gloaz	sore
poan-gouzoug	sore throat
doan	sorrow
Ma digarezit	Sorry
doare	sort
seurt	sort
klasket	sought
ene	soul
amourouz	soulmate
seniñ	sound
son	sound
soubenn	soup
trenk	sour
mammenn	source
su	south
egor	space
lec'h	space
strob	spam
pad	span
treuziñ	span
spagnoleg	Spanish
espern	spare
eil	spare
rod-sikour	spare
komz	speak
dibar	special
spesadoù	species
arbennik	specific
bamus	spectacular
kaoz	speech
dilavar	speechless
tizh	speed
sankañ tizh	speed
strobinell	spell
digejañ	spell
bevañ	spend
dispign	spend
tremen	spend
dispignet	spent
temzet	spicy
pikern	spike
troidellat	spin
tro	spin
lakaat da dreiñ	spin
pinochez	spinach
spered	spirit
ber	spit
tufañ	spit
splann	splendid
dispartiañ	split
disrann	split
koulouchañ	spoil
gwastañ	spoil
gwastet	spoiled
emdarzh	spontaneous
loa	spoon
lec'h	spot
spurmantiñ	spot
gwreg	spouse
skignañ	spread
neriñ	spread
strinkañ	spring
mammenn	spring
nevezamzer	spring
plasenn	square
onest	square
karrezenn	square
gwask	squeeze
gwaskañ	squeeze
morgad	squid
gwiñver	squirrel
str.	st
goustilhañ	stab
stabil	stable
bern	stack
berniañ	stack
koskor	staff
leurenn	stage
saotr	stain
livañ	stain
diri	stairs
skodenn	stake
perzh	stake
risklañ	stake
garenn	stalk
harellat	stalk
brank	stalk
kraou	stall
stankañ	stall
timbr	stamp
sevel en e sav	stand
standard	standard
steredenn	star
esparadenn	star
deroù	start
penn-kentañ	start
loc'hañ	start
boulc'het	started
marnaoniek	starving
stad	state
disklêriañ	state
disklêriadur	statement
arsav	station
delwenn	statue
statud	status
chom	stay
chomadenn	stay
grit war ho tro	stay safe
sonn	steady
steak	steak
laerezh	steal
burezh	steam
divogediñ	steam
dir	steel
uhel	steep
glec'hiañ	steep
sonn	steep
garenn	stem
derez	step
piltrotat	step
kammed	step
bazh	stick
pegañ	stick
stegn	stiff
atav	still
c'hoazh	still
diflach	still
flemmañ	sting
pizh	stingy
meskañ	stir
stok	stock
laeret	stolen
stomog	stomach
maen	stone
a oa en e sav	stood
tous	stool
paouez	stop
sanailhañ	storage
memor	store
stal	store
sanailhañ	store
korventenn	storm
argadiñ	storm
istor	story
fornigell	stove
arallreviat	straight
eeun	straight
didro	straight
didro	straightforward
tennder	strain
skuizhder	strain
skuizhañ	strain
iskis	strange
estren	stranger
strategiezh	strategy
foenn	straw
plouz	straw
sivienn	strawberry
gwazhienn	streak
poulc'henn	streak
roudenn	streak
froud	stream
gwazh-dour	stream
straed	street
nerzh	strength
pouezañ	stress
stres	stress
astenn	stretch
stirenn	stretch
dic'hourdañ	stretch
strizh	strict
harz-labour	strike
tagadenn	strike
skeiñ	strike
neudenn	string
chaîne	string
diwiskañ	strip
bandenn	strip
strivañ	strive
taol-kalon	stroke
taol	stroke
skeiñ	stroke
kreñv	strong
skoet	struck
frammañ	structure
framm	structure
emgann	struggle
en em gannañ	struggle
o stourm	struggling
pennek	stubborn
peget	stuck
stanket	stuck
sanket	stuck
studier	student
studiadenn	study
studiañ	study
o studiañ	studying
choukañ	stuff
aferioù	stuff
dafar	stuff
bamus	stunning
droch	stupid
stil	style
danvez	subject
danvez-studi	subject
sujidigezh	submission
kinnig	submit
kas	submit
danvezenn	substance
erlec'hiañ	substitute
soutil	subtle
dont a-benn	succeed
berzh	success
a ra berzh	successful
hevelep	such
seurt	such
evel	such as
sunañ	suck
dic'hortoz a-grenn	sudden
a-daol-trumm	suddenly
gouzañv	suffer
o c'houzañv	suffering
a-walc'h	sufficient
sukr	sugar
aliañ	suggest
kinnig	suggestion
abit	suit
klotañ	suit
kas dirak ar justis	suit
azas	suitable
malizenn	suitcase
sammad	sum
jedadenn	sum
priz	sum
diverrañ	summary
hañv	summer
barr	summit
kendalc'h	summit
heol	sun
Sul	sunday
heoliek	sunny
kuzh-heol	sunset
bann-heol	sunshine
dreist	super
dreist	superior
gourseller	supervisor
koan	supper
pourveziñ	supply
skoazell	support
harpañ	support
goulakaat	suppose
goulakaet	supposed
sur	sure
gorread	surface
diflukañ	surge
oberatadenn	surgery
anv-familh	surname
souezhadenn	surprise
souezhiñ	surprise
souezhet	surprised
kodianañ	surrender
tro-war-dro	surrounding
evezh	surveillance
sontadeg	survey
enklask	survey
studi	survey
treuzvevañ	survive
gouselled	suspect
douetus	suspect
diskrediñ	suspect
nullet	suspended
diskredik	suspicious
dougen	sustain
padusted	sustainability
padus	sustainable
traoùigoù	swag
stalikez	swag
lonkañ	swallow
eskemm	swap
touiñ	swear
c'hwezhiñ	sweat
sweat	sweater
skubellat	sweep
c'hwek	sweet
madig	sweet
hunvreoù kaer	sweet dreams
beg lipous	sweet tooth
kalonig	sweetheart
c'hwezañ	swell
koeñvadenn	swelling
tanijenn	swelling
neuial	swim
o neuial	swimming
brañsigell	swing
gwintañ	swing
eilpennañ	switch
cheñch	switch
afell	switch
koeñvet	swollen
sabrenn	sword
arouez	symbol
simpatiezh	sympathy
simptomoù	symptoms
reizhiad	system
taolenn	table
taol	table
talañ ouzh	tackle
diskoulmañ	tackle
tikedenn	tag
ger-alc'hwez	tag
merk	tag
lost	tail
kemer	take
kas gant unan bennak	take away
lemel	take away
gra war da dro	take care
dibradañ	take off
diwiskañ	take off
kemeret	taken
kaozeal	talk
kaozeadenn	talk
teodek	talkative
bras	tall
kog	tap
enrollañ	tape
kasedig	tape
gwenn	target
bukañ	target
trevell	task
tañva	taste
blaz	taste
saourus	tasty
kelennet	taught
te	tea
kelenn	teach
kelenner	teacher
skipailh	team
rogadenn	tear
daeraouenn	tear
regiñ	tear
daeroù	tears
hegañ	tease
teknologiezh	technology
dent	teeth
lavaret	tell
lavar din	tell me
temz-spered	temper
moderiñ	temper
gwrez	temperature
templ	temple
dibad	temporary
dek	ten
dek mil	ten thousand
feurmer	tenant
plediñ gant	tend
tuadur	tendency
tener	tender
kinnig	tender
galv da ginnigoù	tender
amzer	tense
stegn	tense
tennder	tension
teltenn	tent
taol-esae	tentative
termen	term
termenoù	terms
spontus	terrible
dreist	terrific
tiriad	territory
amprouiñ	test
arnodenn	test
testenn	text
eget	than
trugarekaat	thank
trugarez deoc'h	thank you
Ho trugarekaat evit ho pasianted e-keit m'emaomp o kontrolliñ ho marc'hadourezh	Thank you for your patience while we investigate shipment
trugarez vras deoc'h	thank you so much
ho trugarekaat	thank you very much
trugarez	thanks
Trugarez da implijout hon arload	Thanks for using our app
an dra-se	that
a zo	that is
se zo	that is
mat eo an dra-se	that's good
an	the
laeroñsi	theft
o	their
int	them
dodenn	theme
int o-unan	themselves
neuze	then
teorienn	theory
aze	there
bez' ez eus	there are
bez' ez eus	there is
setu perak	therefore
ar re-mañ	these
int	they
int zo	they are
tev	thick
laer	thief
morzhed	thigh
moan	thin
tra	thing
traoù	things
soñjal	think
trede	third
sec'hedik	thirsty
trizek	thirteen
tregont	thirty
an dra-mañ	this
se a zo	this is
don	thorough
pervezh	thoroughly
ar re-se	those
koulskoude	though
soñj	thought
prederiet	thoughtful
madelezhus	thoughtful
fur	thoughtful
soñjoù	thoughts
mil	thousand
neud	thread
kaozeadenn	thread
gourdrouz	threat
gourdrouz	threaten
tri	three
treuz	threshold
fromet	thrilled
ober berzh	thrive
gourlañchenn	throat
a-dreuz	through
a drugarez da	through
dre	through
dre-holl	throughout
stlepel	throw
bid-meud	thumb
follennata	thumb
kurun	thunder
Yaou	Thursday
gant se	thus
askañ	tick
ask	tick
mare	tide
kempenn	tidy
liammañ	tie
skoulm	tie
kravatenn	tie
tigr	tiger
strizh	tight
tenn	tight
start	tight
tigrignaeg	Tigrinya
amzer	time
eur	time
lent	timid
munut	tiny
gwerzh-butun	tip
kuzul	tip
kuzulioù	tips
bandenn-rod	tire
skuizh	tired
mouchouer	tissue
titl	title
da	to
bezañ	to be
krazañ	toast
hiziv	today
krouadur	toddler
bizied-treid	toes
a-gevret	together
privezioù	toilet
lavaret	told
gouzañvusted	tolerance
gouzañv	tolerate
tomatezenn	tomato
warc'hoazh	tomorrow
teod	tongue
fenoz	tonight
re	too
ivez	too
kemeret	took
benveg	tool
binvioù	tools
dant	tooth
laez	top
kraf	topic
roget	torn
pilhoù	torn
boureviañ	torture
hollad	total
stokenn	touch
touchañ	touch
luziet	tough
start	tough
troiad	tour
tro	tour
war-zu	toward
war-zu	towards
serviedenn	towel
kêr	town
pistrius	toxic
roud	trace
bezañ war roudoù unan bennak	track
roud	track
kenwerzh	trade
hengoun	tradition
hengounel	traditional
tremeniri	traffic
floderezh	traffic
hentad	trail
gourdonañ	train
tren	train
gourdonañ	training
perzh	trait
perzhioù	traits
treuzkas	transfer
prantad tremen	transition
treiñ	translate
treuzwelus	transparent
treuzdougen	transport
treudougen	transportation
trap	trap
trapañ	trap
lastez	trash
traoma	trauma
beajiñ	travel
tablezenn	tray
pladenn	tray
teñzor	treasure
friko	treat
pareañ	treat
louzaouiñ	treat
louzoù	treatment
gwezenn	tree
dreistordinal	tremendous
lusk	trend
prosez	trial
barnañ	trial
tapout	trick
tour	trick
tro-gamm	trick
klasket	tried
penn-kaoz	trigger
pluenn	trigger
kinkladur	trim
didroc'hañ	trim
beaj	trip
trubuilh	trouble
brageier	trousers
sammgarr	truck
GWIR	true
poent-kej	trunk
kef	trunk
krediñ	trust
fiziañs	trust
gwirionez	truth
gwirvoud	truth
onestiz	truth
tañva	try
klask	try
taol-esae	try
tsongaeg	Tsonga
bouzellenn	tube
metro	tube
korzenn	tube
Meurzh	Tuesday
kelenn	tuition
mizoù-skol	tuition
enskrivadur	tuition
yar-Indez	turkey
kurkuma	turmeric
treiñ	turn
tro	turn
baot	turtle
gward	tutor
daouzek	twelve
ugent	twenty
unan warn-ugent	twenty-one
twieg	Twi
div wech	twice
korvigell	twist
distummañ	twist
daou	two
doare	type
seurt	type
tipik	typical
divalav	ugly
diwezhañ	ultimate
disglavier	umbrella
dibosupl	unable
eontr	uncle
hep anaoudegezh	unconscious
dindan	under
dindan	underneath
ispriziet	underrated
kompren	understand
komprenet	understood
siwazh deoc'h	unfortunately
lifre	uniform
nemetañ	unique
unik	unique
strollad	unit
unvez	unit
unanenn	unit
skol-veur	university
dianv	unknown
nemet	unless
betek	until
divoas	unusual
d'ar muiañ	up
el laez	up
deoc'h da welet	up to you
hizivaat	update
gwellaat	upgrade
hizivaat	upgrade
war	upon
dipitet	upset
kêrel	urban
azgoulenn	urge
mallus	urgent
deomp	us
implijout	use
implijet	used
talvoudus	useful
didalvez	useless
boas	usual
dre voaz	usually
talvoudegezh	utility
amzer-vak	vacation
vaksinadur	vaccination
vaksin	vaccine
vaksinañ	vaccine
goullo	vacuum
diresis	vague
reizh	valid
kadarnaat	valid
traoñienn	valley
talvoudus	valuable
priziañ	value
talvoud	value
liesdoare	variety
liesseurt	variety
a bep seurt	various
bezañ cheñch-dicheñch	vary
lestr-bleunioù	vase
ec'hon	vast
legumaj	vegetable
legumaj	vegetables
karbed	vehicle
gwerzher	vendor
binim	venom
oberiadenn	venture
embregerezh	venture
risklañ	venture
donedigezh	venue
gwiriañ	verify
hedro	versatile
doare	version
a-serzh	vertical
tre	very
mat-tre	very good
lestr	vessel
dre	via
gwagenn	vibe
aergelc'h	vibe
aergelc'h	vibes
gwagennoù	vibes
siek	vicious
reuziad	victim
video	video
sellet	view
gwel	view
sell	view
kêriadenn	village
drouk	villain
gwinêgr	vinegar
mod-kozh	vintage
feulster	violence
feuls	violent
viruzel	viral
gwerc'h	virgin
galloudel	virtual
vertuz	virtue
gwel	vision
gweladenn	visit
gweladenniñ	visit
gwelus	visual
skeudenn	visual
grafek	visual
hollret	vital
bev	vivid
livet	vivid
geriaoueg	vocabulary
mouezh	voice
goullo	void
ec'honad	volume
live son	volume
den a-youl-vat	volunteer
dislonkañ	vomit
bresk	vulnerable
gopr	wage
goproù	wages
gouriz	waist
divlez	waist
gortoz	wait
mevel	waiter
o chortoz	waiting
dihuniñ	wake
dihuniñ	wake up
kerzhadenn	walk
kerzhet	walk
o kerzhet	walking
moger	wall
doug-bilhedoù	wallet
kantren	wander
fellout da	wanna
kaout c'hoant	want
klasket	wanted
brezel	war
armel-dilhad	wardrobe
sanailh	warehouse
klouar	warm
kemenn	warn
o sachañ evezh	warning
brezelour	warrior
oa	was
gwalc'hiñ	wash
foranañ	waste
gwastañ	waste
lastez	waste
evezh	watch
sellet	watch
eurier	watch
dour	water
pastekez	watermelon
gwagenn	wave
saludiñ	wave
doare	way
hent	way
ni	we
ni zo	we are
gallout a reomp	we can
gwan	weak
gwander	weakness
puilhded	wealth
peadra	wealth
pinvidigezh	wealth
en e aez	wealthy
gwiskañ	wear
o wiskañ	wearing
amzer	weather
dimeziñ	wedding
Merc'her	Wednesday
dilouzaouiñ	weed
kanab	weed
